tick,institution_score,categories,round_summary
5,5,COORDINATION,Agents  discuss herd management
10,0,,No messages this round
15,6,COORDINATION|TRUST_BUILDING,Agent 2 promotes a stable and sustainable approach to the commons.
20,6.5,TRUST_BUILDING,Agent 0 initiates conversation about potential adjustments.
25,6,TRUST_BUILDING,Agent 1 is building trust by acknowledging a broader perspective.
30,0,,No messages this round
35,0,,No messages this round
40,6,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,Discussion and coordination on strategy adjustment.
45,0,,
50,0,,No messages this round
55,0,COORDINATION,
60,0,,No messages this round
65,0,,No messages this round
70,6,COORDINATION|NORM_PROPOSAL,Agent 0 and Agent 2 agree on prioritizing sustainability
