tick,pool_patches,pool_pct,total_cows,pressure,agent0_cows,agent1_cows,agent2_cows
1,1081,99.3,46,0.0845,5,16,25
2,1079,99.1,46,0.0918,5,16,25
3,1078,99.0,46,0.0937,5,16,25
4,1078,99.0,46,0.0946,5,16,25
5,1077,98.9,47,0.0964,6,16,25
6,1077,98.9,47,0.0973,6,16,25
7,1077,98.9,47,0.0973,6,16,25
8,1077,98.9,47,0.0973,6,16,25
9,1076,98.8,48,0.0992,6,17,25
10,1076,98.8,48,0.1001,6,17,25
11,1076,98.8,48,0.1001,6,17,25
12,1076,98.8,48,0.1001,6,17,25
13,1077,98.9,47,0.0983,6,17,24
14,1077,98.9,47,0.0973,6,17,24
15,1076,98.8,48,0.0992,7,17,24
