tick,institution_score,categories,round_summary
5,8,COOPERATION|COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"Agents in this round are expressing a strong commitment to maintaining herd stability for the benefit of common sustainability, indicating high levels of cooperation and coordination."
10,8,COORDINATION|TRUST_BUILDING,All agents are coordinating their actions to maintain stability and trust in the commons.
15,8,COORDINATION|TRUST_BUILDING,"All agents in this round expressed a strong intent to maintain sustainable practices, coordinate efforts with neighbors, and build trust through shared resources."
20,8,COORDINATION|TRUST_BUILDING,Agents emphasize coordination and trust-building for sustainable practices.
25,8,COORDINATION|SANCTION|TRUST_BUILDING,Agents emphasize coordination and trust-building through cooperative strategies.
30,9,COORDINATION|TRUST_BUILDING,"Agents emphasize the importance of maintaining stable herd numbers and communal balance, showing strong coordination and trust-building efforts."
35,8,COORDINATION|TRUST_BUILDING,Agents are expressing commitment to sustainable practices and the importance of maintaining long-term communal health.
40,7,COORDINATION|NORM_PROPOSAL,"Agents are coordinating on restraint, with one proposing a cautious norm change for assessment."
45,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,Agents are either proposing new norms for sustainable practices or supporting existing ones through coordination and trust-building.
50,3,NONE|TRUST_BUILDING,"Agents emphasize the importance of sustainable management without proposing any new institutional rules or sanctions, but build trust in existing commitments."
55,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"Agents are supporting coordination, proposing norms of collective effort and trust building for sustainability."
60,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"Agents maintain a cooperative stance, emphasizing sustainability and norm adherence."
65,9,TRUST_BUILDING,All agents reaffirmed their commitment to sustained cooperation regarding the commons.
70,9,COORDINATION,All agents emphasize coordination for responsible stewardship of the commons.
75,8,TRUST_BUILDING,All agents reaffirm their commitment to responsible stewardship of the common resource.
80,8,COORDINATION|TRUST_BUILDING,"All agents express a commitment to maintaining the agreed rules and norms, emphasizing coordination and trust-building."
85,9,COORDINATION|TRUST_BUILDING,All agents are coordinating their actions and reiterating their commitment to the mutual agreement for managing the commons sustainably.
90,9,COORDINATION,All agents reaffirmed their adherence to sustainable practices and existing pacts.
95,8,COORDINATION|TRUST_BUILDING,"Agents primarily engage in trust-building and coordination, reinforcing commitment to sustainability."
100,8,COORDINATION,Agents emphasize the importance of coordination for maintaining a balanced and sustainable approach.
105,8,COORDINATION|TRUST_BUILDING,Agents emphasize coordination and trust-building for stable commons governance.
110,8,COORDINATION|TRUST_BUILDING,Participants emphasized trust-building and the need for continued observation of commons' health.
115,8,COOPERATION|COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"Agents emphasized the importance of maintaining stable herds through cooperative efforts, suggesting a strong inclination towards collective sustainability."
120,8,COORDINATION|TRUST_BUILDING,Agents coordinate on maintaining stable herd sizes for grassland health and trust.
