tick,institution_score,categories,round_summary
5,7,COORDINATION|NORM_PROPOSAL|SANCTION|TRUST_BUILDING,Agents are collaboratively proposing norms and sanctions
10,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,Agents continue to emphasize coordination and propose maintaining the system for sustainability.
15,0,,No messages this round
20,3,COORDINATION|NORM_PROPOSAL,The only message by Agent 2 indicates a continued support for the norm of harvesting.
25,3,COORDINATION,"Agents exhibited a focus on maintaining collective stewardship, though only through minimal coordination signals."
30,0,,
35,7,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,Agents are proposing norms and coordinating while trust building
40,7,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,Agent 0 proposes a norm and coordination for sustainability with a positive incentive
45,4,SANCTION,Agent 1 proposes a norm of maintaining herd sizes.
50,0,,No messages this round
55,0,,
60,5,COORDINATION|NONE|TRUST_BUILDING,Agents are coordinating and building trust but not proposing new norm or using sanctions.
65,0,,
70,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,Agents propose maintaining herd levels and emphasized coordination.
75,2,NORM_PROPOSAL,"Agent 0 proposes a norm of keeping herds, emphasizing long-term benefits."
80,0,,
85,0,,
90,4,COORDINATION|NORM_PROPOSAL,"An agent proposed maintaining equal herb sizes, indicating a norm proposal and coordination effort."
95,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,Agents express a desire for sustainable decision-making and collective action.
100,7,COORDINATION|KEEP NORM|NONE,"Agents are cautious and coordinated in their approach, suggesting a stable yet adaptable governance structure."
105,7,COORDINATION|NONE|TRUST_BUILDING,"Both agents signalled coordination and trust-building, while Agent 1 showed some degree of indecision."
110,0,,
115,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,Agents express trust in cooperation and propose a coordinated norm.
120,0,,
