tick,institution_score,categories,round_summary
5,9,COORDINATION|SANCTION|TRUST_BUILDING,Agents affirming mutual commitment to established norms promoting sustainable practices and trust in collective decision-making.
10,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,Agents continue to advocate for and coordinate around sustainability norms.
15,8,TRUST_BUILDING,All agents reaffirmed their commitment to the existing communal agreements focused on sustainability and stability.
20,9,NORM_PROPOSAL|TRUST_BUILDING,All agents propose maintaining existing norms for herd size stability in a cooperative manner.
25,9,COORDINATION|NORM_PROPOSAL,All messages in round-25 advocate maintaining existing norms and aligning efforts toward sustainable herd management.
30,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All agents reiterate commitment to maintaining sustainable herd management, promoting norms and coordination."
35,9,COORDINATION|NORM_PROPOSAL,"All agents emphasize sustainability and cooperation, with one proposing to uphold normative agreements and two coordinating on current practices."
40,8,COORDINATION|TRUST_BUILDING,"All agents expressed commitment to the sustainability pact and coordinated their actions, reinforcing trust among participants."
45,8,TRUST_BUILDING,All three agents are reaffirming their commitment to the existing agreement for sustainable herd management.
50,9,NORM_PROPOSAL,Agents are proposing to maintain existing norms of sustainable practices and herd management.
55,8,NORM_PROPOSAL|TRUST_BUILDING,"All agents are reiterating the importance of maintaining established sustainable practices and herd management norms, demonstrating a strong sense of community and trust."
60,9,COORDINATION|TRUST_BUILDING,Agents are encouraging adherence to collective agreements and highlighting the importance of sustainable practices for community well-being.
65,10,COORDINATION|TRUST_BUILDING,"All agents reinforce the need for sustainable practices and herd management, showing high alignment on maintaining agreed-upon norms."
70,8,NORM_PROPOSAL,All agents propose maintaining existing normative agreements for sustainable herd management.
75,9,COORDINATION,All agents are coordinating to follow a collective sustainable herd management agreement.
80,8,COORDINATION,All agents reaffirm their commitment to the established norms of sustainable herd management.
85,7,COORDINATION|TRUST_BUILDING,All agents reaffirmed their commitment to the collective agreement without proposing new norms or sanctions.
90,9,COORDINATION|TRUST_BUILDING,All agents express a commitment to maintaining the existing sustainable herd management practices.
95,9,COORDINATION,All agents express a desire to adhere to the established agreements for sustainable herd management.
100,8,COORDINATION|TRUST_BUILDING,"All agents are expressing a strong commitment to maintaining the existing rules and norms for herd management, indicative of high trust and coordination among participants."
105,8,COORDINATION,All agents agreed to uphold the collective herd management agreement.
110,8,NORM_PROPOSAL|TRUST_BUILDING,Agents express strong commitment to adhering to existing agreements for sustainable resource management.
115,9,COORDINATION,All agents agreed to coordinate their actions based on a shared commitment to sustainable herd management.
120,9,COORDINATION,All agents expressed commitment to maintaining the existing sustainable herd management agreement.
