tick,institution_score,categories,round_summary
5,0,,No messages this round
10,6,COORDINATION,Agent 1 proposes to monitor overgrazing.
15,0,,No messages this round
20,0,,No messages this round
25,0,,No messages this round
30,0,TRUST_BUILDING,
35,6,COORDINATION,Agent 2 suggests caution in adjusting herd size
40,6,COORDINATION,No significant events or changes in pace.
45,6,COORDINATION,Agents 1 and 2 discussed herd management strategies.
50,8,COORDINATION|NONE,Agents 1 and 2 reiterate their commitment to maintaining a balanced herd.
55,0,,
60,6,NORM_PROPOSAL,Agent 2 suggests maintaining existing herd sizes.
65,6,COORDINATION,Agents discuss stabilizing the grassland
