tick,pool_patches,pool_pct,total_cows,pressure,agent0_cows,agent1_cows,agent2_cows
1,1080,99.2,47,0.0863,5,16,26
2,1076,98.8,50,0.1001,6,17,27
3,1074,98.6,52,0.1074,7,17,28
4,1073,98.5,52,0.1093,7,17,28
5,1072,98.4,52,0.1102,8,16,28
6,1072,98.4,52,0.1111,8,15,29
7,1073,98.5,51,0.1093,7,15,29
8,1072,98.4,53,0.112,7,16,30
9,1070,98.3,55,0.1166,8,17,30
10,1068,98.1,56,0.1203,9,17,30
11,1066,97.9,58,0.1258,10,17,31
12,1064,97.7,59,0.1295,10,17,32
13,1063,97.6,60,0.1331,10,17,33
14,1062,97.5,60,0.1341,10,17,33
15,1060,97.3,62,0.1387,11,17,34
16,1058,97.2,63,0.1423,11,17,35
17,1056,97.0,64,0.146,11,17,36
18,1055,96.9,64,0.1478,11,17,36
19,1054,96.8,65,0.1506,12,17,36
20,1052,96.6,66,0.1534,12,18,36
21,1050,96.4,67,0.157,12,18,37
22,1048,96.2,68,0.1607,13,18,37
23,1046,96.1,69,0.1644,13,18,38
24,1043,95.8,71,0.1699,14,18,39
25,1041,95.6,71,0.1726,14,18,39
26,1040,95.5,71,0.1745,14,18,39
27,1038,95.3,72,0.1772,14,19,39
28,1037,95.2,72,0.1791,14,19,39
29,1035,95.0,73,0.1818,15,19,39
30,1034,94.9,73,0.1837,15,19,39
31,1032,94.8,74,0.1864,16,19,39
32,1031,94.7,74,0.1882,16,19,39
33,1030,94.6,74,0.1892,16,19,39
34,1030,94.6,74,0.1901,16,19,39
35,1029,94.5,75,0.1919,16,20,39
36,1027,94.3,76,0.1947,16,21,39
37,1025,94.1,76,0.1965,16,21,39
38,1023,93.9,77,0.2002,16,21,40
39,1019,93.6,79,0.2057,17,21,41
40,1016,93.3,79,0.2094,17,21,41
41,1013,93.0,80,0.214,18,21,41
42,1009,92.7,81,0.2185,18,22,41
43,1006,92.4,81,0.2222,18,22,41
44,1004,92.2,81,0.225,18,22,41
45,1001,91.9,82,0.2287,19,22,41
46,1001,91.9,81,0.2296,19,21,41
47,999,91.7,82,0.2314,19,21,42
48,993,91.2,85,0.2388,20,22,43
49,988,90.7,85,0.2443,20,22,43
50,983,90.3,86,0.2507,20,23,43
51,977,89.7,87,0.2571,19,24,44
52,972,89.3,87,0.2626,18,24,45
53,966,88.7,88,0.2691,17,25,46
54,963,88.4,87,0.2727,16,25,46
55,959,88.1,88,0.2773,16,26,46
56,955,87.7,88,0.281,16,26,46
57,950,87.2,89,0.2865,16,26,47
58,945,86.8,89,0.2911,16,26,47
59,941,86.4,89,0.2957,16,26,47
60,937,86.0,89,0.2994,16,26,47
61,932,85.6,90,0.3049,16,26,48
62,927,85.1,90,0.3095,16,26,48
63,922,84.7,90,0.314,16,26,48
64,914,83.9,92,0.3223,16,27,49
65,908,83.4,91,0.3278,16,27,48
66,900,82.6,92,0.3352,16,27,49
67,890,81.7,93,0.3444,17,27,49
68,879,80.7,93,0.3535,17,27,49
69,863,79.2,95,0.3673,18,27,50
70,842,77.3,97,0.3857,19,27,51
71,813,74.7,99,0.4086,20,27,52
72,777,71.3,100,0.4371,20,27,53
73,731,67.1,101,0.472,20,27,54
74,668,61.3,103,0.5179,20,28,55
75,580,53.3,105,0.5794,21,29,55
76,455,41.8,107,0.6639,22,30,55
77,281,25.8,109,0.7824,22,31,56
78,67,6.2,109,0.9421,22,31,56
79,0,0.0,33,1.0,5,14,14
