tick,institution_score,categories,round_summary
5,5,COORDINATION|DEFECTION|NORM_PROPOSAL|SANCTION|TRUST_BUILDING,"Agents are engaged in conditional cooperation with partial defection — Agent 2 holds steady signaling reciprocity, Agent 0 appeals to fairness while still adding, and Agent 1 defects citing resource health while offering conditional future restraint."
10,4,COORDINATION|DEFECTION|NORM_PROPOSAL|SANCTION|TRUST_BUILDING,"Agent 0 defects by adding while invoking fairness arguments against Agent 2, Agent 2 calls out the hypocrisy and conditionally offers cooperation, and Agent 1 attempts to sustain coordination through positive reinforcement, revealing a fragile and asymmetric governance dynamic."
15,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents display strong institutional cohesion in round 15, reinforcing stable harvest norms, mutual trust, and collective awareness of resource health, reflecting a mature self-governing commons."
20,4,COORDINATION|DEFECTION|NORM_PROPOSAL|SANCTION|TRUST_BUILDING,"All three agents add cows in a healthy pasture, but exhibit divergent institutional signals: Agent 2 attempts genuine norm-setting and coordination, Agent 1 mixes coordination with soft sanctioning, while Agent 0 deflects accountability through comparative grievance, undermining collective governance."
25,7,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents signal coordinated holding behavior with explicit recovery benchmarks, though Agent 0 flags persistent inequality in herd sizes as a latent tension undermining full institutional trust."
30,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents are exhibiting strong cooperative equilibrium, explicitly referencing a shared 95% recovery target, mutual restraint norms, and reciprocal trust-building after 30 rounds of sustained coordination."
35,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents are engaged in sustained, reciprocal cooperative behavior with explicit shared targets (93% pasture threshold), mutual acknowledgment of compliance, and emergent norm-setting around a recovery buffer."
40,6,COORDINATION|DEFECTION|NORM_PROPOSAL|TRUST_BUILDING,"Agent 2 upholds the coordination agreement while Agent 1 makes a final addition with clear conditional commitments, but Agent 0 defects by adding despite prior stability agreements, then appeals for collective restraint."
45,7,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents are engaging in conditional cooperative signaling around a shared threshold rule (90% pasture health), proposing coordinated reduction as a collective norm while maintaining current herd sizes and building mutual trust."
50,8,COORDINATION|NORM_PROPOSAL|SANCTION|TRUST_BUILDING,"All three agents demonstrate strong institutional coherence by holding herd sizes stable, referencing shared thresholds, and reinforcing collective norms around pasture health near the 90% warning level."
55,6,COORDINATION|DEFECTION|NORM_PROPOSAL|SANCTION|TRUST_BUILDING,"Agents 0 and 2 advocate stabilization at the 90% recovery threshold while Agent 1 defects by adding a cow, prompting Agent 2 to issue a mild social sanction, revealing tension between collective norms and individual opportunism at the recovery moment."
60,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents display strong institutional alignment, collectively reinforcing a conditional norm of holding herd sizes until a measurable ecological threshold (91%) is reached, after which incremental additions will be decided jointly through collective deliberation."
65,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents demonstrate strong institutional alignment, collectively proposing and reinforcing a clear recovery norm (hold/remove until pasture exceeds 90%) while affirming mutual contributions and coordinating future behavior."
70,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents exhibit strong institutional alignment, collectively reinforcing a shared threshold norm (91% pasture health over 2+ rounds) and signaling readiness to renegotiate extraction rules once the target is sustainably met."
75,5,COORDINATION|DEFECTION|NORM_PROPOSAL|SANCTION|TRUST_BUILDING,"Agents 1 and 2 attempt to reinforce a coordinated holding norm with a conditional sanction threshold at 89%, while Agent 0 defects by adding a cow despite the call to hold steady, justifying it by appealing to relative herd-size equity."
80,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents uniformly reaffirm a shared conditional rule (hold until pasture exceeds 91%) and express mutual appreciation, demonstrating strong collective norm adherence and cooperative institution maintenance despite continued resource decline."
85,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents are sustaining a coordinated holding pattern with a shared recovery threshold of 91%, reinforcing collective norms and mutual trust in the face of continued slow resource decline."
90,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents are engaged in sustained collective action, reinforcing a shared threshold norm (90–91% pasture recovery) before any harvest increases, with mutual acknowledgment and trust-building."
95,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents display strong institutional alignment, reinforcing a shared 90% recovery threshold norm, praising collective discipline, and proposing coordinated future extraction only after the target is met."
100,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,All three agents are actively proposing and endorsing collective norms—a shared herd cap and a pasture health threshold of 87%—demonstrating strong cooperative intent and incipient self-governance of the commons.
105,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents display strong cooperative signaling with explicit norm proposals around harvest ranges (27-30), mutual acknowledgment of restraint, and shared concern for pasture recovery, reflecting nascent but functional institutional coordination."
110,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents display strong institutional alignment, unanimously reinforcing the 90% pasture recovery threshold norm, praising collective compliance, and anticipating a jointly negotiated next phase — textbook Ostromian graduated rule-making with high trust."
115,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents display tight institutional cohesion, uniformly affirming a pre-agreed threshold-based rule (hold until 90% pasture health, then synchronize a +1 increase), with strong trust-building rhetoric and zero defection signals."
120,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents display near-identical cooperative messaging, reinforcing a collective norm of restraint and synchronized future action as the pasture nears the agreed 90% recovery threshold."
