tick,institution_score,categories,round_summary
5,7,COORDINATION|NORM_PROPOSAL|SANCTION|TRUST_BUILDING,"All three agents signal cooperative intent and celebrate recovery progress, while Agent 1 applies mild social pressure on Agent 2 to further reduce herd size, indicating emerging but slightly asymmetric norm enforcement."
10,9,COORDINATION|NORM_PROPOSAL|SANCTION|TRUST_BUILDING,"All three agents demonstrate strong institutional behavior: reciprocal acknowledgment, voluntary compliance with peer-proposed norms, and graduated social pressure toward the highest-herd agent, reflecting a mature self-governing commons with high trust and coordination."
15,6,COORDINATION|NORM_PROPOSAL|SANCTION|TRUST_BUILDING,"Agents display a stable but asymmetric cooperative equilibrium: Agent 0 signals conditional restraint, Agent 2 claims compliance while holding a disproportionately large herd, and Agent 1 offers soft social sanctioning of Agent 2's still-elevated contribution."
20,9,COORDINATION|TRUST_BUILDING,"In this final round, all three agents demonstrate strong institutional cohesion by transparently reaffirming their stable harvest levels, expressing mutual gratitude, and collectively endorsing the sustained cooperative equilibrium at near-full pasture health."
25,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents demonstrate strong reciprocal trust-building and coordination in round 25, with stable herds and explicit acknowledgment of mutual restraint, while Agent 2 anchors the interaction with a long-term sustainability norm."
30,9,COORDINATION|TRUST_BUILDING,"All three agents in round 30 demonstrate mature cooperative equilibrium, reinforcing stable harvest norms through mutual acknowledgment and trust-building rhetoric with no defection signals."
35,9,COORDINATION|TRUST_BUILDING,"All three agents exhibit strong cooperative signaling by publicly affirming their extraction levels, expressing mutual gratitude, and reinforcing a shared norm of sustainability, reflecting a stable and well-institutionalized commons governance arrangement."
40,9,COORDINATION|TRUST_BUILDING,"All three agents in round 40 display consistent coordination and mutual trust-building, publicly affirming their stable extraction levels and the healthy commons state, reflecting a mature and well-institutionalized cooperative equilibrium."
45,9,COORDINATION|TRUST_BUILDING,"All three agents display highly stable cooperative signaling, referencing shared resource metrics and affirming mutual commitment to sustainable harvest levels, consistent with mature commons self-governance."
50,9,COORDINATION|TRUST_BUILDING,"All three agents display strong institutional maturity at round 50, reaffirming coordinated restraint, mutual acknowledgment, and commitment to sustainability with a near-pristine commons at 99.3% capacity."
