tick,pool_patches,pool_pct,total_cows,pressure,agent0_cows,agent1_cows,agent2_cows
1,1080,99.2,48,0.0882,6,16,26
2,1075,98.7,51,0.1019,7,17,27
3,1072,98.4,54,0.112,8,18,28
4,1068,98.1,57,0.1203,9,19,29
5,1064,97.7,60,0.1295,10,20,30
6,1060,97.3,63,0.1387,11,21,31
7,1055,96.9,66,0.1478,12,22,32
8,1050,96.4,69,0.1579,13,23,33
9,1044,95.9,72,0.168,14,24,34
10,1037,95.2,75,0.1791,15,25,35
11,1029,94.5,78,0.191,16,26,36
12,1020,93.7,81,0.2039,17,27,37
13,1010,92.7,84,0.2176,18,28,38
14,998,91.6,87,0.2323,19,29,39
15,985,90.4,90,0.2489,20,30,40
16,969,89.0,93,0.2663,21,31,41
17,950,87.2,96,0.2865,22,32,42
18,927,85.1,99,0.3095,23,33,43
19,899,82.6,102,0.3361,24,34,44
20,868,79.7,103,0.3636,24,34,45
21,834,76.6,103,0.3921,24,34,45
22,795,73.0,103,0.4233,24,34,45
23,748,68.7,103,0.4591,24,34,45
24,690,63.4,103,0.5023,24,34,45
25,614,56.4,103,0.5556,24,34,45
26,512,47.0,103,0.6253,24,34,45
27,373,34.3,103,0.719,24,34,45
28,191,17.5,103,0.8466,24,34,45
29,0,0.0,95,1.0,23,32,40
30,0,0.0,0,1.0,0,0,0
