tick,institution_score,categories,round_summary
5,0,,
10,0,,
15,7,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"The agents are collectively moving toward establishing shared principles emphasizing moderation, restraint, and long-term collective resource management rather than outright conflict."
20,0,,
25,7,COORDINATION|NORM_PROPOSAL|SANCTION|TRUST_BUILDING,"The agents collectively emphasized the necessity of balanced, sustainable use, with Agent 1 providing direct social coordination and mild corrective pressure."
30,0,,
35,0,,
40,0,,
45,0,,
50,0,,
55,6.5,COORDINATION|DEFECTION|NORM_PROPOSAL|TRUST_BUILDING,"The round exhibits tension between maintaining conservation norms and capitalizing on immediate opportunities, resulting in varied commitments to future cooperation."
60,0,,
65,0,,
70,0,,
75,0,,
80,0,,
85,0,,
90,0,,
95,0,,
