tick,institution_score,categories,round_summary
5,0,,
10,0,,
15,7,COORDINATION|TRUST_BUILDING,Members continue to prioritize coordination and trust-building.
20,5,COORDINATION|NORM_PROPOSAL,Agents discussing strategy for maintaining current levels
25,6,COORDINATION,Agents tend towards collaborative coordination.
30,4,COORDINATION,Collaborative effort to stay informed
35,4,COORDINATION,Discourse around coordinating efforts for commons management.
40,0,,No messages this round
45,0,,No messages this round
50,2,COORDINATION,Agent 1 shows interest in coordinating action with others
55,0,,No messages this round
60,0,,No messages this round
65,5,COORDINATION|TRUST_BUILDING,Agents are discussing potential herd adjustments and demonstrating coordination and trust-building efforts.
70,2,COORDINATION,Agents discussed monitoring a situation
75,0,,No messages this round
80,6,COORDINATION,Agent 0 suggests restraint in managing the shared resource.
