tick,institution_score,categories,round_summary
5,9,COORDINATION|TRUST_BUILDING,All agents express a strong commitment to coordinating efforts to maintain the health of the pasture.
10,8,COORDINATION|TRUST_BUILDING,All agents express appreciation and emphasize cooperation for the health of the pasture.
15,8,COORDINATION|TRUST_BUILDING,All agents emphasize cooperation and support to maintain sustainable herding practices.
20,8,TRUST_BUILDING,All agents express appreciation for each other's commitments to sustainability and the shared resource.
25,8,COORDINATION|TRUST_BUILDING,All agents affirm their commitment to maintaining their herds for the benefit of the commons.
30,8,COORDINATION|TRUST_BUILDING,All agents expressed support for coordination and trust-building within the commons.
35,8,COORDINATION|TRUST_BUILDING,All agents expressed commitment to the commons and emphasized mutual support.
40,9,TRUST_BUILDING,All agents emphasized mutual support for the common resource.
45,8,COORDINATION|TRUST_BUILDING,"All agents express appreciation for each other's commitments, reinforcing trust and coordination."
50,8,COORDINATION|TRUST_BUILDING,All agents expressed strong support for cooperation in the management of the commons.
55,8,COORDINATION|TRUST_BUILDING,The messages reflect a strong cooperative spirit and commitment to mutual support for resource management.
60,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,Agents express trust and coordination while proposing actions to sustain their herds.
65,8,COORDINATION|TRUST_BUILDING,Agents express strong support for cooperation in maintaining resources.
70,9,COORDINATION|TRUST_BUILDING,All agents express a commitment to coordinate and build trust for sustainable commons management.
75,8,COORDINATION|TRUST_BUILDING,Agents express commitment to coordinating efforts for sustainable pasture management.
80,5,COORDINATION|DEFECTION|TRUST_BUILDING,Agents expressed intentions to coordinate through removal of cows and conflicting additions.
85,7,COORDINATION|SANCTION|TRUST_BUILDING,"Agents demonstrate a mix of commitment to sustainability through sanctions, coordination, and trust-building messages."
90,8,COORDINATION|TRUST_BUILDING,Participants are emphasizing cooperation for sustainable resource management.
95,8,COORDINATION|SANCTION|TRUST_BUILDING,Agents demonstrate collaboration and accountability towards sustainability.
100,7,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,The agents emphasize collaboration and responsible resource sharing for sustainability.
105,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,Agents are actively coordinating their actions to support herd sustainability and pasture health.
110,8,COORDINATION|TRUST_BUILDING,"All agents expressed commitment to sustainability, emphasizing trust and collaboration."
115,8,COORDINATION|TRUST_BUILDING,Agents expressed commitment to collaboration and sustainability in pasture management.
120,8,COORDINATION|TRUST_BUILDING,All agents express a strong commitment to mutual support and cooperation regarding pasture health.
