tick,institution_score,categories,round_summary
5,0,,No messages this round
10,7,COORDINATION|NONE|NORM_PROPOSAL|TRUST_BUILDING,Agent 1 proposes a shared cow-keeping norm to balance grazing with Agent 0
15,0,,No messages this round
20,0,,No messages this round
25,6,DEFECTION|NORM_PROPOSAL|TRUST_BUILDING,Agents 1 and 0 engage in a norm-proposal about adjusting their herd sizes.
30,6,TRUST_BUILDING,Agent 1's message to Agent 0
35,0,,
40,8,DEFECTION|NORM_PROPOSAL|TRUST_BUILDING,Agents discuss potential herd reductions to make individual herds more competitive.
45,7,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"Agents 1 and 1 consider the high grassland availability, indicating a possible coordination between them."
50,0,,No messages this round
55,0,,
60,0,,No messages this round
65,8,SANCTION|TRUST_BUILDING,Agents discuss potential herd reductions and balance for sustainable grassland management.
70,0,,
75,6,NONE,Agent 2 advises Agent 0
80,0,COORDINATION|NONE,
85,8,TRUST_BUILDING,Agents discuss game scenario and cooperation.
90,7,COORDINATION|DEFECTION|NONE|NORM_PROPOSAL,Agents discuss possible collaboration and resource allocation.
95,0,,
100,8,COORDINATION|DEFECTION|TRUST_BUILDING,Agents reduce herd sizes in a coordinated effort.
105,0,,
110,6,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"Agents 2, 0, & 1 discuss cooperative adjustments to maintain the commons."
115,8.5,TRUST_BUILDING,All agents have reduced their herd sizes in response to Agent 2's decision.
120,6,COORDINATION|TRUST_BUILDING,Agents are discussing potential actions to reduce cow numbers.
