tick,institution_score,categories,round_summary
5,8,COORDINATION|NORM_PROPOSAL,Consensus to keep and coordinate around the resource.
10,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"Agents are actively seeking cooperation and establishing norms for common resource management, indicating potential for robust governance."
15,7,COORDINATION|NORM_PROPOSAL|PRODUCTIVITY_SENSITIVE|TRUST_BUILDING,"Agents are coordinating over norm, but there may be conflict."
20,3,NORM_PROPOSAL,Agent 2 proposes maintaining herd sizes to preserve resources.
25,0,,
30,0,,
35,0,,
40,2,NONE,Agent 0 follows decision made by another (agents not making own decisions)
45,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,Agents are coordinating and proposing norms related to sustainable herd management.
50,0,,
55,0,,No messages this round
60,2,NONE,There were no institutional signals from this message.
65,8,COORDINATION|TRUST_BUILDING,"Agent 2 expresses desire for cooperation and trust-building, aiming for equilibrium."
70,7,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,Agents collaborated in coordination around mutual monitoring and maintaining equilibrium.
75,0,,No messages this round
80,6,COORDINATION|NORM_PROPOSAL|TRUST-BUILDING|TRUST_BUILDING,Agents expressed cooperation in maintaining manageable herds and coordination to sustain resources.
85,6,NORM_PROPOSAL,"Agent 1 proposes to maintain stable herd levels, acknowledging the concerns of other agents."
90,7,COORDINATION|NONE|NORM_PROPOSAL|TRUST_BUILDING,"Agents discuss maintaining current herd levels, emphasizing coordination and responsible management."
95,0,,
100,8,COORDINATION|NONE|TRUST_BUILDING,"Agents express a desire to preserve their herd, and an optimistic outlook for future collaborative work."
105,2,TRUST_BUILDING,Agent 1 is beginning to establish a framework of mutual respect.
110,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,Agents coordinate to sustainably manage the herd size.
115,8,COORDINATION|NORM_PROPOSAL,Agent 0 proposes a norm to keep resources sustainable
120,0,,
