tick,institution_score,categories,round_summary
5,8,COORDINATION|TRUST_BUILDING,所有参与者均提议保持现有的牛群规模以实现共同目标，并表现出强烈的社区责任感和协作意愿。
10,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,Agents are coordinating on maintaining herd sizes and one agent is proposing a test change while considering neighbor actions.
15,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"Agents 1 and 2 propose keeping herd sizes stable for sustainability, indicating trust-building norms. Agent 0 coordinates a slight increase with observation of neighbors' actions."
20,8,COORDINATION|NORM_PROPOSAL,All agents propose continuing herd consistency norms for pasture health.
25,7,COORDINATION|SANCTION|TRUST_BUILDING,"Agent 1 suggests a sanction by removing a cow, while Agents 2 and 0 advocate for coordination and trust-building among participants."
30,8,COOPERATION|COORDINATION|TRUST_BUILDING,"All agents express intentions to maintain current herd sizes, indicating strong coordination and trust building among them."
35,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"Agents emphasize maintaining the collective agreement and monitoring resource conditions, with one proposing a slightly more aggressive but cautious strategy."
40,8,COORDINATION|TRUST_BUILDING,All agents expressed a strong preference for maintaining the current balanced and sustainable governance approach.
45,8,COORDINATION|NORM_PROPOSAL,Agents consistently advocate for maintaining a balanced approach.
50,8,COORDINATION|TRUST_BUILDING,Agents are expressing a strong alignment towards maintaining a balanced and sustainable governance of the common-pool resource.
55,7,COORDINATION|NORM_PROPOSAL,Agents are discussing strategies to maintain and promote sustainable practices in the common resource management through norm advocacy and coordination.
60,9,COORDINATION|TRUST_BUILDING,"All agents in round-60 expressed support for maintaining a balanced approach to sustaining the commons, though Agent 0 also emphasized trust and consideration of individual needs."
65,8,COORDINATION|NORM_PROPOSAL,"Agents are proposing and maintaining norms for sustainable commons use, indicating a focus on long-term stability and cooperation."
70,8,TRUST_BUILDING,"All agents propose a balanced approach to maintain communal sustainability, emphasizing collective well-being."
75,8,COORDINATION|NORM_PROPOSAL|SANCTION|TRUST_BUILDING,"Agents emphasize sustainable resource management and mutual commitment, proposing norms and coordinating actions."
80,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,Agents are emphasizing coordination around sustainability and trust-building.
85,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,Agents in round-85 emphasized adherence to sustainable practices and coordination for mutual welfare.
90,7,COORDINATION|NORM_PROPOSAL,Agents are emphasizing the maintenance of sustainability and cooperation.
95,7,NORM_PROPOSAL|TRUST_BUILDING,All agents expressed a strong commitment to sustainability and the well-being of the community through normative statements that also serve to build trust among them.
100,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All agents emphasize the importance of sustainability, showing a strong alignment in their approach to managing resources."
105,9,NORM_PROPOSAL,All agents propose adopting a norm of sustainable common welfare practices.
110,9,NORM_PROPOSAL,"All agents proposed norms of sustainability, promoting common welfare."
115,9,NORM_PROPOSAL,"All agents propose normative adherence to sustainability, indicating a collective intention towards responsible resource management."
120,8,COOPERATION|NORM_PROPOSAL,"All agents agree on maintaining sustainable practices, indicating a strong sense of cooperation and norm proposal for common welfare."
