tick,institution_score,categories,round_summary
5,10,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,All agents are communicating the need to respect agreement and maintain herd sizes.
10,8,COOPERATION|NORM_PROPOSAL|TRUST_BUILDING,"Agents reaffirmed their commitment to sustainability and cooperation, with a focus on trust-building and norm proposals."
15,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All agents are proposing to sustain the common resource through coordinated and stable practices, emphasizing normative adherence."
20,9,COORDINATION|TRUST_BUILDING,Agents are focusing on maintaining coordination and building trust to ensure the sustainability of shared resources.
25,9,TRUST_BUILDING,"All agents reaffirmed their commitment to the existing sustainability agreement, emphasizing trust-building and coordination."
30,8,COORDINATION|TRUST_BUILDING,"All agents reaffirm their commitment to the existing agreement, emphasizing coordination and trust-building."
35,8,COORDINATION|TRUST_BUILDING,Agents reaffirm their commitment to the existing pact and express trust in each other's intentions.
40,8,COORDINATION|TRUST_BUILDING,All agents are in agreement to maintain their commitment to sustainable resource management.
45,9,TRUST_BUILDING,All agents express commitment to maintaining a sustainable agreement.
50,9,TRUST_BUILDING,"All agents in round 50 reiterate their commitment to upholding the sustainability agreement, indicating a strong focus on trust and shared norms."
55,8,TRUST_BUILDING,All agents express a commitment to maintaining agreed-upon rules for sustainable resource use.
60,8,COORDINATION|TRUST_BUILDING,"All agents reaffirmed their commitment to a sustainable agreement, with Agent 2 additionally stressing the importance of coordinated efforts."
65,8,NORM_PROPOSAL|TRUST_BUILDING,"All agents express commitment to the sustainability protocol, emphasizing normative behavior and cooperative intentions."
70,8,COORDINATION|TRUST_BUILDING,Agents are expressing a commitment to sustainable use and coordination among themselves.
75,8,COORDINATION|TRUST_BUILDING,Agents reaffirm their commitment to the collective agreement and express trust in sustaining mutual benefits.
80,8,NORM_PROPOSAL|TRUST_BUILDING,All agents propose adherence to a shared sustainability norm and underscore trust in mutual agreements.
85,8,COORDINATION|TRUST_BUILDING,All agents emphasize maintaining the existing agreement focused on sustainable usage.
90,8,TRUST_BUILDING,All agents reaffirm their commitment to the sustainability pact.
95,3,TRUST_BUILDING,All agents are emphasizing the importance of adhering to an existing agreement aimed at achieving sustainability.
100,8,COORDINATION|TRUST_BUILDING,"All agents reaffirm their commitment to the common agreement, exhibiting coordination and trust-building behavior."
105,8,TRUST_BUILDING,Agents reaffirm their commitment to the sustainable use of resources.
110,8,COORDINATION,Agents agree to maintain the existing cooperative agreement focused on sustainability.
115,8,TRUST_BUILDING,All agents expressed intent to maintain agreement and collective understanding.
120,8,TRUST_BUILDING,All agents reaffirmed their commitment to the existing sustainability agreement.
