tick,institution_score,categories,round_summary
5,0,,No messages this round
10,0,,No messages this round
15,0,,No messages this round
20,0,,
25,4,NONE|NORM_PROPOSAL|TRUST_BUILDING,None
30,7,NONE|NORM_PROPOSAL|TRUST_BUILDING,Agents 0 and 1 discuss the impact of removing a cow on the commons
35,0,,No messages this round
40,6,NORM_PROPOSAL|SANCTION,Proposition for collaboration is made to address the issue of herb size
45,6,COORDINATION|NORM_PROPOSAL|TRUST Building|TRUST_BUILDING,Round 45: Agents discuss potential adjustments to commons governance.
50,6,COORDINATION|NORM_PROPOSAL,"Agent 0 proposes adding a cow, observing Agent 1's removal."
55,0,,No messages this round
60,0,,No messages this round
65,0,,
70,6,COORDINATION|TRUST_BUILDING,Agents discuss the concept of a cow in the commons
75,7,COORDINATION|TRUST_BUILDING,Agents discuss possible solutions to the resource problem.
80,4,TRUST_BUILDING,Agent 2 (ADD): makes a message to Agent 0
85,0,,No messages this round
90,0,,No messages this round
95,0,,No messages this round
