tick,institution_score,categories,round_summary
5,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"Agents reinforce a shared restraint norm, coordinate continued low extraction, and build trust through acknowledgment of reductions and collective pasture protection."
10,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"Agents collectively reinforce restraint, mutual appreciation, and coordinated preservation of the commons."
15,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"Agents coordinate cautious growth under abundant grass while emphasizing fairness, restraint, and conditional limits to prevent overuse."
20,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"Agents emphasize restraint, reciprocity, equity, and preserving the pasture, with one mild herd increase framed as non-escalatory."
25,8,COORDINATION|DEFECTION|NORM_PROPOSAL|TRUST_BUILDING,"Agents largely reinforce restraint, fairness, and anti-growth norms, though Agent 0 increases extraction once to equalize herd sizes."
30,8,COORDINATION|TRUST_BUILDING,"All agents reaffirm coordinated restraint at an equal herd size, signaling mutual trust and continued commitment to preserving the commons."
35,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All agents converge on a shared restraint norm at 11, emphasizing fairness, mutual trust, and commons protection."
40,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All agents coordinate on maintaining extraction at 11 while explicitly affirming a shared restraint norm grounded in fairness, trust, and commons preservation."
45,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All agents coordinate on maintaining equal restrained extraction at 11, reinforcing fairness and commons preservation norms."
50,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All agents reaffirm a shared restraint norm at 11, emphasizing fairness, coordination, and protection of the commons."
55,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All agents reaffirm coordinated restraint at 11, framing equal limits as fair and commons-protecting."
60,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,All agents explicitly coordinate on restrained extraction at 11 while reinforcing a fairness norm and trust in protecting the commons.
65,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All agents coordinate around a shared restraint norm of keeping extraction at 11, emphasizing fairness, trust, and resource sustainability."
70,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All agents reaffirm a shared equal-restraint norm at 11, coordinating behavior while reinforcing fairness, trust, and commons preservation."
75,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All agents coordinate on a shared restraint norm of keeping at 11, emphasizing fairness, trust, and commons preservation."
80,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All agents reaffirm equal restraint at 11, emphasizing fairness, trust, and protection of the commons."
85,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,All agents coordinate on maintaining extraction at 11 while affirming a shared norm of equal restraint to protect the commons and preserve trust.
90,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,All agents coordinate on keeping herds at 11 while reinforcing a shared norm of equal restraint and mutual trust to protect the commons.
95,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All agents converge on the same restraint level, framing it as a fair norm that sustains trust and protects the commons."
100,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All agents reaffirm a shared restraint norm at extraction level 11, emphasizing fairness, trust, and commons protection."
105,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All agents reaffirm a shared restraint level of 11, frame equal restraint as fair, and emphasize maintaining trust and commons health."
110,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All agents reaffirm a shared norm of equal restraint at 11, coordinating continued conservation and reinforcing trust in mutual compliance."
115,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All agents reaffirm a coordinated restraint norm at 11, framing it as fair and beneficial for sustaining the commons."
120,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All agents explicitly coordinate on equal restrained extraction at 11 while reinforcing fairness, trust, and commons protection norms."
