tick,institution_score,categories,round_summary
5,8,COORDINATION|TRUST_BUILDING,"All agents are coordinating to keep their herds stable, promoting trust and collective resource management."
10,8,COORDINATION|TRUST_BUILDING,All agents are expressing coordination and commitment to the health of the pasture while discussing their herd management.
15,8,COORDINATION|TRUST_BUILDING,All agents expressed a commitment to cooperation by reducing their herds for the shared health of the pasture.
20,8,COORDINATION|TRUST_BUILDING,All agents expressed strong agreement on the importance of coordinating efforts to sustain the pasture.
25,8,COORDINATION|TRUST_BUILDING,"All agents express agreement on maintaining stable herds for sustainability, emphasizing cooperation."
30,8,COORDINATION|TRUST_BUILDING,Agents show a strong commitment to coordination and trust building for shared pasture health.
35,8,COORDINATION|TRUST_BUILDING,All agents express appreciation and a commitment to continue cooperation for the pasture's health.
40,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,Agents express commitment to collaborative herding to support common resources.
45,8,COORDINATION|TRUST_BUILDING,Agents are coordinating their efforts to maintain the pasture by removing cows.
50,7,COORDINATION|DEFLECTION|SANCTION|TRUST_BUILDING,Agents exhibit a mix of trust-building and coordination while addressing the sustainability of the pasture.
55,7,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,Agents expressed a commitment to collaborative management of the pasture for sustainability.
60,6,COORDINATION|DEFECTION|NONE|TRUST_BUILDING,"Agents coordinated on removing cows for sustainability, while one agent proposed adding a cow, potentially undermining cooperation."
65,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,Agents emphasize sustainable management of resources for the benefit of the commons.
70,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All agents show strong support for keeping herds stable, indicating a collaborative approach to commons governance."
75,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,All agents emphasize cooperation to maintain pastoral sustainability.
80,8,COORDINATION|TRUST_BUILDING,Agents expressed commitment to cooperation and sustainability in managing the pasture.
85,8,COORDINATION|TRUST_BUILDING,All agents expressed commitment to collective grazing and cooperation.
90,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,Agents express intentions to coordinate and build trust regarding pasture management.
95,8,COORDINATION|TRUST_BUILDING,Agents are collectively working towards the sustainability of the shared grassland.
100,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,Agents are collaboratively managing the pasture by removing and adding cows to promote sustainability.
105,8,COORDINATION|TRUST_BUILDING,All agents express a commitment to collaboration for the health of the pasture.
110,8,COORDINATION|TRUST_BUILDING,All agents expressed their commitment to cooperation by agreeing to remove cows for the health of the pasture.
115,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,Agents discuss sustainable practices for shared resource management.
120,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"Agents express support for herding practices aimed at sustainability, with emphasis on monitoring and collaboration."
