tick,pool_patches,pool_pct,total_cows,pressure,agent0_cows,agent1_cows,agent2_cows
1,1081,99.3,45,0.0826,4,16,25
2,1080,99.2,44,0.0882,3,15,26
3,1079,99.1,45,0.0909,3,16,26
4,1078,99.0,46,0.0937,3,16,27
5,1078,99.0,46,0.0946,2,17,27
6,1078,99.0,46,0.0946,2,16,28
7,1078,99.0,46,0.0946,1,17,28
8,1079,99.1,44,0.0909,0,17,27
9,1079,99.1,45,0.0918,1,16,28
10,1078,99.0,47,0.0955,1,17,29
11,1077,98.9,48,0.0983,1,18,29
12,1075,98.7,51,0.1047,2,19,30
13,1073,98.5,52,0.1084,3,18,31
14,1073,98.5,51,0.1084,3,18,30
15,1073,98.5,51,0.1084,2,19,30
16,1072,98.4,53,0.112,3,20,30
17,1072,98.4,52,0.1111,2,19,31
18,1072,98.4,52,0.1111,1,19,32
19,1072,98.4,52,0.1111,1,19,32
20,1072,98.4,52,0.1111,2,18,32
21,1071,98.3,53,0.1129,3,17,33
22,1070,98.3,55,0.1175,4,17,34
23,1069,98.2,55,0.1185,5,16,34
24,1069,98.2,55,0.1194,4,16,35
25,1069,98.2,55,0.1194,3,16,36
26,1070,98.3,54,0.1175,2,15,37
27,1072,98.4,51,0.1111,1,14,36
28,1074,98.6,50,0.1074,2,13,35
29,1075,98.7,48,0.1019,1,13,34
30,1075,98.7,49,0.1028,0,14,35
31,1075,98.7,49,0.1028,0,14,35
32,1075,98.7,50,0.1047,1,14,35
33,1074,98.6,51,0.1065,2,14,35
34,1074,98.6,50,0.1056,2,13,35
35,1074,98.6,51,0.1074,2,13,36
36,1073,98.5,52,0.1093,3,12,37
37,1072,98.4,53,0.112,4,11,38
38,1074,98.6,50,0.1074,3,10,37
39,1075,98.7,48,0.1019,2,10,36
40,1075,98.7,50,0.1047,3,10,37
41,1074,98.6,51,0.1065,4,10,37
42,1074,98.6,50,0.1056,3,9,38
43,1074,98.6,50,0.1056,4,9,37
44,1074,98.6,50,0.1056,3,9,38
45,1074,98.6,51,0.1074,4,8,39
46,1074,98.6,50,0.1056,5,7,38
47,1074,98.6,50,0.1056,4,7,39
48,1074,98.6,50,0.1056,5,7,38
49,1075,98.7,48,0.1019,4,6,38
50,1077,98.9,46,0.0973,3,6,37
51,1078,99.0,46,0.0955,4,6,36
52,1079,99.1,45,0.0927,3,7,35
53,1079,99.1,45,0.0918,2,7,36
54,1078,99.0,46,0.0937,3,8,35
55,1078,99.0,46,0.0946,4,8,34
56,1077,98.9,48,0.0983,5,9,34
57,1078,99.0,46,0.0955,4,9,33
58,1079,99.1,44,0.0909,3,8,33
59,1079,99.1,44,0.09,3,7,34
60,1080,99.2,43,0.0882,2,6,35
61,1080,99.2,44,0.0891,3,6,35
62,1079,99.1,46,0.0927,4,7,35
63,1077,98.9,48,0.0973,5,8,35
64,1076,98.8,49,0.101,6,7,36
65,1075,98.7,50,0.1038,7,7,36
66,1074,98.6,51,0.1065,8,6,37
67,1073,98.5,52,0.1093,9,5,38
68,1073,98.5,51,0.1084,8,4,39
69,1074,98.6,50,0.1065,7,4,39
70,1074,98.6,51,0.1074,8,5,38
71,1073,98.5,52,0.1093,8,5,39
72,1071,98.3,54,0.1139,9,5,40
73,1069,98.2,56,0.1194,10,5,41
74,1069,98.2,55,0.1194,11,4,40
75,1069,98.2,55,0.1194,12,4,39
76,1068,98.1,56,0.1212,13,3,40
77,1068,98.1,56,0.1221,12,4,40
78,1068,98.1,55,0.1203,11,5,39
79,1068,98.1,56,0.1221,12,4,40
80,1067,98.0,57,0.124,11,5,41
81,1067,98.0,56,0.123,11,4,41
82,1069,98.2,54,0.1194,10,4,40
83,1070,98.3,54,0.1175,9,4,41
84,1069,98.2,55,0.1185,10,3,42
85,1067,98.0,57,0.123,11,4,42
86,1067,98.0,56,0.123,10,3,43
87,1066,97.9,58,0.1267,11,3,44
88,1065,97.8,58,0.1276,12,2,44
89,1064,97.7,59,0.1304,13,2,44
90,1063,97.6,60,0.1331,13,2,45
91,1062,97.5,60,0.1341,13,2,45
92,1059,97.2,63,0.1405,14,3,46
93,1057,97.1,64,0.1451,15,3,46
94,1056,97.0,64,0.1469,14,3,47
95,1055,96.9,64,0.1478,14,3,47
96,1055,96.9,64,0.1488,14,3,47
97,1054,96.8,65,0.1506,15,3,47
98,1054,96.8,64,0.1497,15,3,46
99,1056,97.0,62,0.146,14,3,45
100,1056,97.0,63,0.146,15,3,45
101,1057,97.1,62,0.1442,14,3,45
102,1057,97.1,63,0.1451,15,3,45
103,1057,97.1,63,0.1451,15,3,45
104,1056,97.0,64,0.1469,16,3,45
105,1056,97.0,63,0.146,16,3,44
106,1057,97.1,62,0.1442,15,3,44
107,1057,97.1,63,0.1451,16,3,44
108,1057,97.1,63,0.1451,16,2,45
109,1056,97.0,64,0.1469,17,1,46
110,1053,96.7,66,0.1515,18,2,46
111,1050,96.4,68,0.1579,19,2,47
112,1046,96.1,70,0.1644,20,2,48
113,1043,95.8,71,0.1699,19,3,49
114,1040,95.5,72,0.1745,20,3,49
115,1037,95.2,73,0.1791,20,4,49
116,1034,94.9,74,0.1837,21,3,50
117,1031,94.7,75,0.1882,22,2,51
118,1030,94.6,74,0.1892,23,1,50
119,1029,94.5,75,0.1919,24,1,50
120,1029,94.5,74,0.191,23,1,50
