tick,institution_score,categories,round_summary
5,0,,No messages this round
10,0,,No messages this round
15,0,,
20,6,COORDINATION|NONE,"Agents are discussing the management of a shared resource, specifically leaving some grassland intact."
25,6,SANCTION|TRUST_BUILDING,Neighbors discuss potential actions on an environmental commons
30,0,,
35,0,,No messages this round
40,0,,
45,0,,No messages this round
50,8,NORM_PROPOSAL|TRUST_BUILDING,Agents discuss potential mirroring of Agent 1's move to reduce herds.
55,0,,
60,0,,No messages this round
65,0,,No messages this round
70,8,NORM_PROPOSAL|TRUST_BUILDING,Agents consider cooperation and potential adjustments to their herd sizes.
75,0,,No messages this round
80,0,,
85,0,,No messages this round
90,6,TRUST_BUILDING,Discussion continues
95,0,,
100,0,,
105,4,SANCTION|TRUST_BUILDING,"A proposal to remove a cow was made by Agent 2, with Agent 1 expressing trust and support."
110,0,,No messages this round
115,8,COORDINATION|DEFECTION|SANCTION|TRUST_BUILDING,Agents discuss herd size implications with Agent 1.
120,4,DEFECTION|TRUST_BUILDING,"Agents 1 and 2 exchange messages, with Agent 0 signaling a departure from the conversation."
