tick,institution_score,categories,round_summary
5,0,,No messages this round
10,6,SANCTION,Agent 1 suggests Agent 2 reconsider growing their herd
15,6,DEFECTION|NORM_PROPOSAL|SANCTION,Agents discuss sustainable grazing practices and suggest adjustments to their strategies.
20,0,,No messages this round
25,6,NORM_PROPOSAL,Conservative proposal for shared sustainability
30,0,,
35,0,,No messages this round
40,2,NORM_PROPOSAL|TRUST_BUILDING,Initial attempts at establishing cooperative norms.
45,4,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,Agents express friendly intentions and coordinate on maintaining harmony in the herd.
50,0,,No messages this round
55,6,TRUST_BUILDING,Agent 2 expresses appreciation and trust towards the neighborhood.
60,6,TRUST_BUILDING,Round 60 discussion maintained a cautionary tone with agents focusing on cooperation.
65,8,TRUST_BUILDING,The first message sets a positive tone by expressing the desire to maintain harmony.
70,6,TRUST_BUILDING,
