tick,institution_score,categories,round_summary
5,7.5,COORDINATION|NONE|NORM_PROPOSAL,"Agents emphasize preserving and stabilizing resources, indicating coordination efforts."
10,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,Agents are coordinating and building trust through maintaining herd sizes and acknowledging sustainability efforts.
15,6,COORDINATION|NONE|NORM_PROPOSAL|SANCTION,Agents propose to keep the herds stable with a majority of agents favouring continuation
20,5,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"The round featured a norm proposal for herd reduction, countered by proposals to maintain stability."
25,8,COORDINATION|NONE|NORM_PROPOSAL|TRUST_BUILDING,Agents are coordinating to preserve the grassland by reducing herd sizes and suggesting that herds are relatively small.
30,0,,
35,0,,No messages this round
40,8,COORDINATION|NONE|NORM_PROPOSAL|SANCTION|TRUST_BUILDING,Agents are coordinating on reducing herds for sustainability.
45,8,COORDINATION|NONE|NORM_PROPOSAL|TRUST_BUILDING,"Agents demonstrate trust-building and coordination, with one neutral response"
50,2,NONE,Agents are expressing understanding and cooperation without significant institutional signals.
55,0,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,All agents agree to maintain the current strategy and monitor resource use cautiously.
60,1,NONE,No significant institutional signals were detected as the agent remains noncommittal to any norms or rules.
65,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,A suggestion to work together and maintain cooperation through reduction in herds. Agent also agrees to reduce their resource use.
70,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"Agents generally agree on a cautious approach, with one agent proposing reduction."
75,8,COORDINATION|NONE|TRUST_BUILDING,Agent 0 attempts to coordinate cautiously while Agent 1 maintains status quo.
80,3,COORDINATION,Agent 0 suggests maintaining steady herd sizes to monitor progress.
85,7,COORDINATION|NORM_PROPOSAL,Agent 0 proposes a collective action norm to maintain grassland health.
90,0,,No messages this round
95,8,COORDINATION|NONE|TRUST_BUILDING,Agents are coordinating to monitor and manage the commons if necessary.
100,2,NONE,"Agents have yet to form clear institutional structures or signals, focusing on herd management without specific governance measures."
105,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,Agents are coordinating and building trust through mutual agreement on maintaining the commons.
110,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,Agents 1 and 2 both express a strong commitment to resource conservation.
115,7,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,Both players exhibit long-term equilibrium and resource maintenance trust building.
120,5,COORDINATION|DEFECTION|NORM_PROPOSAL|TRUST_BUILDING,"There is a debate between maintaining and increasing herd size, with some agents advocating for sustainable practices."
