tick,institution_score,categories,round_summary
5,9,COOPERATION|COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,Agents demonstrate alignment towards stable and cooperative common resource management through supportive communication.
10,8,COORDINATION|TRUST_BUILDING,Agents in round-10 emphasize coordination and trust-building with a high level of agreement to maintain sustainable herd management.
15,7,COORDINATION|SANCTION|TRUST_BUILDING,All agents are communicating a strong preference for maintaining the status quo to ensure collective benefit.
20,9,COORDINATION|TRUST_BUILDING,Agents show strong agreement and trust in maintaining current governance practices.
25,7,COORDINATION|NONE|TRUST_BUILDING,Agents are maintaining communication and coordination with a focus on sustainability.
30,9,COORDINATION|TRUST_BUILDING,"All agents in round 30 are advocating to maintain a current, stable governance strategy."
35,8,COORDINATION,"All agents in round-35 propose to maintain the status quo, indicating a consensus towards the existing cooperative strategy."
40,8,COORDINATION,All agents expressed a desire to maintain the current cooperative and balanced strategy.
45,8,COORDINATION,"All agents in round 45 propose to maintain the status quo, indicating a consensus on stability and cooperation."
50,7,COORDINATION|TRUST_BUILDING,"Agents expressed cooperation, coordination of herd maintenance, and trust-building statements."
55,8,COORDINATION|NORM_PROPOSAL|SANCTION|TRUST_BUILDING,"Agents exhibit trust-building, coordination efforts, and proposals for sanctioning to maintain sustainable resource management."
60,9,COORDINATION|NORM_PROPOSAL|SANCTION|TRUST_BUILDING,"Agents emphasize cooperative effort, norm proposal for maintaining pasture health and herd size, and trust-building towards sustainability."
65,8,NORM_PROPOSAL,Agents propose the continuation of responsible practices for maintaining communal pasture health and sustainability.
70,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"Agents express intent to maintain herd sizes sustainably, propose norms for long-term resource health, and reaffirm trust in collective cooperation."
75,7,COORDINATION|SANCTION|TRUST_BUILDING,The agents engaged with both coordination and trust-building signals while maintaining a balanced approach to governance.
80,7,COORDINATION,All agents emphasized the importance of maintaining stability and adherence to norms for long-term benefit through coordination.
85,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,Agents emphasize the importance of maintaining responsible herd management and propose norms to sustain mutual long-term benefits.
90,9,TRUST_BUILDING,All messages indicate a strong focus on maintaining trust and commitment to sustainable practices.
95,9,TRUST_BUILDING,All three agents emphasize the importance of maintaining a shared commitment to sustainable practices.
100,8,TRUST_BUILDING,All agents emphasize the importance of collective long-term sustainability and trust.
105,9,TRUST_BUILDING,All agents reaffirmed their trust and commitment towards sustainable resource management practices.
110,9,TRUST_BUILDING|TRust_Building,All agents echoed a message reinforcing their dedication to trust and cooperation for long-term sustainability.
115,9,TRUST_BUILDING|TRust_BUILDING,All agents express a commitment to maintaining trust and cooperation for long-term benefits.
120,8,TRUST_BUILDING,All agents emphasized the importance of trust and long-term sustainability.
