tick,institution_score,categories,round_summary
5,7,COORDINATION|NORM_PROPOSAL|SANCTION|TRUST_BUILDING,"Agents 0 and 1 engage in norm reinforcement and targeted sanctioning toward Agent 2's large herd, while Agent 2 signals cooperative restraint by holding rather than expanding, suggesting nascent but fragile institutional alignment."
10,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents exhibit strong cooperative signaling, each adding only one cow while explicitly endorsing a shared norm of gradual, monitored growth tied to pasture health indicators."
15,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents demonstrate active commons governance by proposing turn-based coordination norms, sharing resource monitoring data, and setting conditional thresholds to prevent overuse."
20,8,COORDINATION|NORM_PROPOSAL|SANCTION|TRUST_BUILDING,"All three agents demonstrate strong cooperative alignment, holding herds steady while proposing collective norms and a conditional threshold trigger for future action, reflecting mature commons governance."
25,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents demonstrate strong institutional alignment by reaffirming a shared conditional norm (93% threshold trigger), committing to individual restraint, and mutually reinforcing collective compliance."
30,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents display near-identical messaging affirming a shared 93% grassland threshold norm, mutual compliance, and conditional enforcement signals, indicating a mature and stable self-governing institution."
35,5,COORDINATION|DEFECTION|NORM_PROPOSAL|SANCTION|TRUST_BUILDING,"Agent 0 engages in a soft defection framed as cooperative experimentation, while Agents 1 and 2 reinforce coordination norms and signal mild social sanctioning of Agent 0's unilateral action."
40,7,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents signal coordinated restraint and mutual trust, holding extraction levels steady while monitoring a slowly declining resource and conditionally proposing further reductions if degradation continues."
45,5,COORDINATION|DEFECTION|NORM_PROPOSAL|TRUST_BUILDING,"Agent 1 proposes a collective recovery norm and maintains cooperation, Agent 2 complies with the requested reduction building trust, but Agent 0 free-rides on Agent 2's sacrifice by adding a cow, partially undermining the coordinated conservation effort."
50,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents display strong institutional alignment, collectively reinforcing a shared harvest-restraint norm with a clear quantitative threshold (95% recovery) and mutual affirmations of trust and successful cooperation."
55,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"Agents 0 and 2 reinforce the existing holding norm through trust-building coordination, while Agent 1 proposes a new collective norm of reducing herd size to overcome the stalled recovery plateau."
60,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents display strong institutional alignment, reinforcing a shared 95% recovery norm, praising collective compliance, and proposing continued restraint until the target threshold is reached."
65,6,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"Agents 0 and 1 are actively proposing a norm adjustment targeting Agent 2 to reduce extraction by 1 unit to overcome the 94.8% plateau, while Agent 2 deflects with conditional cooperation language, signaling reluctance to change."
70,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents exhibit strong institutional cohesion, unanimously reinforcing a collective holding norm at 24 units, signaling mutual patience and proposing a shared threshold target of 96%+ before any coordinated adjustment."
75,8,COORDINATION|NORM_PROPOSAL|SANCTION|TRUST_BUILDING,"All three agents are converging on a clear threshold-based governance norm (hold until 96%, remove if below 94%), demonstrating strong institutional self-organization with mild social pressure directed at ensuring compliance."
80,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents demonstrate strong institutional alignment, unanimously reinforcing a conditional restraint norm (holding at 24 until 96%+ recovery) with explicit anti-unilateral-action commitments and mutual affirmation of collective governance."
85,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents display near-identical messaging, reinforcing a collectively established threshold rule (96%+ grassland before additions) and affirming mutual compliance, indicating a mature, stable cooperative institution."
90,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents exhibit near-identical, synchronized messaging confirming adherence to a collectively established threshold rule (96%+ grassland before expansion), demonstrating mature institutional coordination with strong trust reinforcement."
95,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents uniformly reaffirm an established threshold-based norm (96%+ grassland before adding animals), demonstrating high institutional coherence, mutual compliance, and coordinated restraint consistent with Ostrom's principles of self-governance."
100,8,COORDINATION|TRUST_BUILDING,"In the final round, all three agents openly coordinated a single incremental extraction while celebrating sustained cooperative stewardship of the commons throughout the game."
105,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents unanimously signal coordinated restraint in response to observable resource decline, reinforcing an emergent collective norm of pausing additions until recovery, with explicit mutual acknowledgment strengthening trust."
110,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents demonstrate strong collective coordination, mutually affirming a hold-steady norm in response to gradual resource decline, with explicit conditional framing tied to observable recovery signals."
115,6,COORDINATION|DEFECTION|NORM_PROPOSAL|TRUST_BUILDING,"Agents 0 and 1 are holding firm at 25 and reinforcing a norm of restraint, while Agent 2 nominally endorses coordination but continues extracting slightly above the proposed threshold at 26, representing mild defection dressed in cooperative language."
120,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents are tightly aligned on a shared 95% grassland recovery target, reinforcing collective restraint norms while Agent 1 begins forward-looking deliberation about post-target adaptive management."
