tick,institution_score,categories,round_summary
5,7,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"The agents are engaged in a debate regarding the proper scope of resource utilization, balancing the push for expansion with the need for measured, sustainable community growth."
10,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"The discussions reached a high degree of procedural consensus, emphasizing gradual assessment and establishing norms of caution over growth."
15,8,COORDINATION|TRUST_BUILDING,"All agents reinforce a strong consensus advocating for stable, cautious, and coordinated management of the commons."
20,8,COORDINATION,"All agents unanimously advocate for the continuation of gradual, stable stewardship methods to ensure the long-term resilience and joint benefit of the common pool resource."
25,8.5,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"The participants demonstrate a strong consensus on the need for careful, collaborative governance to balance economic growth with resource sustainability."
30,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"Agents demonstrate collective agreement and high functional compliance, emphasizing that shared moderation and structured practices are essential for the commons' survival."
35,7,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"The discussion revolves around negotiating whether cautious expansion is warranted, but the consensus strongly reaffirms the need to uphold existing boundaries and moderation norms."
40,9,COORDINATION|NORM_PROPOSAL,"Agents establish a strong consensus, proposing that careful, measured restraint and stewardship are the necessary, unifying strategy for the long-term health of the common-pool resource."
45,9,COORDINATION|TRUST_BUILDING,"All agents communicate strong consensus, emphasizing the necessity of continued, consistent, and restrained stewardship methods."
50,8.5,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"The messages collectively reinforce a high degree of consensus, advocating for cautious, collaborative, and equitable stewardship to secure the commons' long-term sustainability."
55,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"The agents collectively emphasize the necessity of restraint, moderation, and coordinated effort to ensure the long-term sustainability of the common resource."
60,9.0,COORDINATION|TRUST_BUILDING,"The agents reach a strong, explicit consensus focusing on measured stability and the prioritization of long-term stewardship over rapid growth."
65,8.5,COORDINATION|TRUST_BUILDING,Agents successfully built consensus around the need for controlled expansion by framing the change as mutually beneficial and cooperative.
70,9,COORDINATION|TRUST_BUILDING,"The agents display strong consensus and high institutional cohesion, advocating for measured, cautious growth and shared monitoring of the commons."
75,6.5,COORDINATION|DEFECTION|TRUST_BUILDING,"The round reflects a tension between individual, expansionist resource demands (Agent 0) and collective calls for sustained adherence to negotiated limits and shared stability (Agents 1 and 2)."
80,7,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"The agents are engaged in a debate between maintaining strict, cautious resource limits and advocating for measured, controlled expansion."
85,9,COORDINATION|TRUST_BUILDING,"The messages collectively reflect a high degree of consensus, emphasizing the necessity of cautious, balanced governance centered on long-term sustainability and the common good."
90,8.5,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"Agents exhibit strong consensus on the necessity of growth, but propose distinct methods and guardrails—ranging from high-level strategic planning to specific ecological limits."
95,9.0,COORDINATION|TRUST_BUILDING,"All surveyed agents demonstrate a high degree of consensus, reinforcing the commitment to sustainable practices and stable cooperative management of the commons."
100,8.5,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"The agents demonstrate strong consensus on prioritizing collective, long-term sustainability over immediate gains, suggesting high levels of cooperative governance commitment."
105,8.5,COORDINATION|TRUST_BUILDING,"Three agents strongly emphasize mutual restraint and coordinated, adaptive growth strategies to ensure the long-term resilience and stability of the Commons."
