tick,institution_score,categories,round_summary
5,8,COORDINATION|TRUST_BUILDING,"All agents agreed to maintain or slightly adjust their current practices, emphasizing the importance of coordination and trust-building for resource sustainability."
10,8,COORDINATION|NORM_PROPOSAL,All agents in round-10 are coordinating on maintaining stable herd sizes to preserve the commons.
15,9,COORDINATION|TRUST_BUILDING,Agents engage in trust-building coordination focused on mutual restraint and sustainability of shared resources.
20,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,Agents express strong agreement on maintaining sustainable practices through coordination and trust building.
25,8,COORDINATION|NORM_PROPOSAL,All agents expressed a strong adherence to normative sustainability and mutual coordination without mentioning specific sanctions or defection scenarios.
30,9,TRUST_BUILDING,All agents expressed trust in maintaining sustainable practices.
35,7,COORDINATION|DEFECTION|TRUST_BUILDING,Agents are expressing trust and coordination with a slight indication of potential defection.
40,9,TRUST_BUILDING,"All agents are expressing a strong desire to adhere to sustainable practices for the commons, which is crucial for maintaining trust and cooperation."
45,8,NORM_PROPOSAL|TRUST_BUILDING,"All agents reaffirmed their commitment to sustainable practices, indicating a strong community norm."
50,8,TRUST_BUILDING,All agents expressed intention to maintain sustainable practices.
55,10,COORDINATION|NORM_PROPOSAL|SANCTION|TRUST_BUILDING,Agents reaffirm their dedication to sustainability and reinforce trust in maintaining common resources.
60,9,TRUST_BUILDING,"All agents reaffirm their commitment to sustainable practices, emphasizing trust and mutual understanding."
65,8,COORDINATION|NORM_PROPOSAL|SANCTION_IMPLICIT|TRUST_BUILDING,Agents are emphasizing the importance of maintaining current levels of resource usage and reiterating their dedication to sustainability.
70,9,COORDINATION,"All agents expressed a desire to maintain and support sustainable practices for the commons, which aligns with coordination behaviors."
75,8,NORM_PROPOSAL|TRUST_BUILDING,"All agents express a strong commitment to maintaining sustainable practices, emphasizing trust and proposing norms."
80,8,COORDINATION|TRUST_BUILDING,Agents are expressing their willingness to adhere to sustainable practices and maintain trust in commons governance.
85,9,COORDINATION,All agents in round 85 expressed a desire to maintain coordination towards sustainable practices.
90,10,NORM_PROPOSAL|TRUST_BUILDING,All agents in round-90 made a collective proposal to maintain sustainable practices and reinforced trust through mutual agreement.
95,8,NORM_PROPOSAL,"All three agents agreed on the importance of adhering to sustainable practices, indicating a strong sense of communal responsibility."
100,8,NORM_PROPOSAL|TRUST_BUILDING,"All agents in round-100 propose to uphold commitments towards sustainable practices, signaling strong normative consensus and trust-building among them."
105,9,NORM_PROPOSAL|TRUST_BUILDING,Agents are reinforcing commitment and sustainable norms for common use.
110,9,TRUST_BUILDING,"All agents in round 110 expressed a strong commitment to sustainable practices, building mutual trust and reinforcing cooperative norms."
115,8,COORDINATION|TRUST_BUILDING,All agents propose to uphold sustainable practices in line with cooperative behaviors.
120,8,COORDINATION|NORM_PROPOSAL,"All agents in round-120 reaffirmed their support for maintaining sustainable practices, demonstrating a strong orientation towards cooperative governance."
