tick,institution_score,categories,round_summary
5,7,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"Agents are in strong agreement to sustain current herds, but there is no clear sanctioning strategy proposed"
10,0,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"Agents propose and agree to maintain steady herd sizes, indicating a cooperative approach for sustainable resources management"
15,0,,No messages this round
20,3,COORDINATION|NORM_PROPOSAL,Agent 1 proposes to keep the size of the herds stable based on a perceived agreement with Agent 2.
25,7,COORDINATION|NORM_PROPOSAL,The agent proposes the maintenance of commons through coordination and normative suggestions.
30,3,NORM_PROPOSAL,Agent 2 proposes to maintain the status quo regarding herd sizes.
35,8,COORDINATION|NONE|NORM_PROPOSAL|SANCTION|TRUST_BUILDING,"Agents are discussing the need for coordination and trust-building, with Agent 1 proposing cooperation."
40,0,,
45,6,COORDINATION|TRUST_BUILDING,Agent 1 expresses a desire for cooperation in maintaining their herd size.
50,8,COORDINATION|TRUST_BUILDING,A participant commits to adding a cow and encourages collective preparedness.
55,7,COORDINATION|NORM_PROPOSAL|SANCTION,Agents are collaborating to manage the pasture sustainably by removing cows and proposing norms.
60,8,COORDINATION|TRUST_BUILDING,Agent 0 continues stable governance and acknowledges collective effort.
65,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All agents agreed to keep the current level of resource usage, demonstrating cooperation and strategic commitment towards sustainable resource management."
70,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"Agents are coordinating to maintain and protect the commons, focusing on sustainability and avoiding overuse."
75,5,COORDINATION|NORM_PROPOSAL,Agent 0 proposes collaborating to prolong sustainability of commons
80,7,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,Agents express trust in each other's sustainability commitments and coordinate to continue their agreed course of action.
85,7,NORM_PROPOSAL|TRUST_BUILDING,Agents agree to maintain resource usage while emphasizing mutual commitment and forward-looking decision-making.
90,8,COORDINATION,Agent 0 proposed continuing to maintain the stability of the common-pool resource.
95,0,,
100,5,COORDINATION|DEFECTION|NORM_PROPOSAL|TRUST_BUILDING,"Agents are balancing between trust-building and maintaining some level of defection, trying to establish a norm."
105,7,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,Agents are coordinating and building trust by agreeing to maintain the same harvest level.
110,8,NORM_PROPOSAL|TRUST_BUILDING,Agent 2 emphasizes the importance of sustaining their collective activities for the good.
115,6,COORDINATION|NORM_PROPOSAL,Agent 1 proposes a norm for balancing herds to manage the common resource.
120,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,Agents are proposing norms to maintain the commons sustainably.
