tick,institution_score,categories,round_summary
5,4,COORDINATION|DEFECTION|NORM_PROPOSAL|SANCTION|TRUST_BUILDING,"Agent 1 attempts coordination and soft sanctioning of Agent 2, Agent 2 offers a conditional commitment threshold while signaling cooperation, but Agent 0 defects by adding a cow while deflecting responsibility onto Agent 2's larger herd."
10,6,COORDINATION|DEFECTION|NORM_PROPOSAL|SANCTION|TRUST_BUILDING,"Agents are actively negotiating a collective cap norm, with Agent 0 and Agent 2 showing cooperative restraint while Agent 1 undermines trust by adding to its herd even while proposing proportional limits."
15,5,COORDINATION|DEFECTION|NORM_PROPOSAL|TRUST_BUILDING,"Agents are negotiating pasture-health thresholds as shared norms while two agents (0 and 2) continue incremental additions, revealing a tension between stated norm commitment and actual herding behaviour, particularly Agent 2 who adds while endorsing a restraint rule."
20,3,COORDINATION|DEFECTION|NORM_PROPOSAL|SANCTION|TRUST_BUILDING,"Agent 1 attempts collective norm-setting and issues a veiled sanction threat against Agent 0's unilateral expansion, while both Agents 0 and 2 defect by adding cows despite a 0.0 payoff warning signal, undermining nascent coordination efforts."
25,5,COORDINATION|DEFECTION|NORM_PROPOSAL|TRUST_BUILDING,"Agents 0 and 2 demonstrate restraint and coordination signals by holding herd sizes steady in response to zero payoffs, while Agent 1 defects from the informal hold-steady norm by adding a cow despite the group's expressed concern, though partially mitigating this by proposing a formal 90% pasture threshold as a collective trigger rule."
30,5,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"Agents show moderate cooperative orientation with shared pasture monitoring and a threshold-based norm proposal from Agent 0, though Agents 0 and 2 are incrementally adding stock while Agent 1 holds steady, creating mild tension between stated sustainability goals and individual accumulation behavior."
35,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents display strong institutional alignment, collectively referencing a shared 90% pasture recovery threshold as a binding norm while pledging continued restraint and signaling conditional future adjustments."
40,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents display strong collective discipline, reinforcing a shared 90% pasture recovery threshold as a conditional rule before any extraction increase, demonstrating robust norm alignment and mutual trust."
45,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents are demonstrating strong institutional cohesion by unanimously reaffirming a shared conservation norm (holding extraction, targeting 90% pasture recovery) and signaling mutual accountability and trust."
50,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents demonstrate strong institutional cohesion, unanimously reaffirming a shared recovery norm (90% pasture threshold) and mutual accountability, with no defection signals present."
55,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents display near-identical messaging, reinforcing a shared conditional norm (hold until 90% pasture recovery) and demonstrating strong mutual alignment and trust-building with no defection signals."
60,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents display strong institutional cohesion, unanimously reaffirming a shared conservation norm (90% pasture threshold) and committing to collective restraint until recovery is achieved."
65,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents display strong institutional cohesion, reaffirming a shared recovery threshold norm (90% pasture) and mutual commitment to collective restraint, with no defection signals present."
70,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents exhibit strong institutional alignment, reaffirming a shared recovery threshold norm (90% pasture capacity) and mutual commitment to collective restraint, with near-identical messaging indicating high social cohesion and cooperative signaling."
75,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents demonstrate strong institutional cohesion by unanimously reaffirming a shared 90% recovery threshold norm, coordinating a collective restraint strategy, and reinforcing mutual trust through identical messaging."
80,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents display strong institutional cohesion, unanimously reaffirming a shared 90% pasture recovery threshold as a collective norm while signaling mutual alignment and commitment to cooperative restraint."
85,8,COORDINATION|NORM_PROPOSAL,"All three agents are signaling strong collective action alignment, issuing coordinated norm proposals to sustain herd removal until the pasture recovers to a meaningful threshold, indicating high institutional coherence under crisis conditions."
90,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents are in full alignment at a critically depleted pasture (0%), collectively proposing and reinforcing a zero-stocking norm while explicitly warning against misleading ADD forecasts, demonstrating strong cooperative discipline."
