tick,pool_patches,pool_pct,total_cows,pressure,agent0_cows,agent1_cows,agent2_cows
1,1081,99.3,46,0.0845,5,15,26
2,1080,99.2,44,0.0882,5,14,25
3,1080,99.2,43,0.0872,4,14,25
4,1080,99.2,43,0.0872,4,14,25
5,1080,99.2,43,0.0872,4,14,25
6,1080,99.2,43,0.0872,4,14,25
7,1080,99.2,43,0.0872,4,14,25
8,1080,99.2,43,0.0872,4,14,25
9,1080,99.2,43,0.0872,4,14,25
10,1080,99.2,43,0.0872,4,14,25
11,1080,99.2,43,0.0872,4,14,25
12,1080,99.2,44,0.0891,5,14,25
13,1080,99.2,44,0.0891,5,14,25
14,1079,99.1,45,0.0909,6,14,25
15,1078,99.0,47,0.0955,6,15,26
16,1077,98.9,47,0.0964,6,15,26
17,1077,98.9,47,0.0973,6,15,26
18,1077,98.9,47,0.0973,6,15,26
19,1078,99.0,46,0.0955,5,15,26
20,1079,99.1,45,0.0927,5,14,26
21,1078,99.0,46,0.0937,5,14,27
22,1078,99.0,46,0.0946,5,14,27
23,1078,99.0,46,0.0946,5,14,27
24,1078,99.0,46,0.0946,5,14,27
25,1078,99.0,46,0.0946,5,14,27
26,1079,99.1,45,0.0927,5,13,27
27,1079,99.1,44,0.09,5,12,27
28,1079,99.1,44,0.09,5,12,27
29,1079,99.1,44,0.09,5,12,27
30,1079,99.1,44,0.09,5,12,27
31,1079,99.1,44,0.09,5,12,27
32,1079,99.1,44,0.09,5,12,27
33,1079,99.1,44,0.09,5,12,27
34,1079,99.1,44,0.09,5,12,27
35,1079,99.1,45,0.0918,5,13,27
36,1078,99.0,46,0.0937,5,14,27
37,1079,99.1,44,0.0909,4,13,27
38,1079,99.1,44,0.09,4,13,27
39,1079,99.1,44,0.09,4,13,27
40,1079,99.1,44,0.09,4,13,27
41,1079,99.1,45,0.0918,4,14,27
42,1078,99.0,46,0.0937,4,14,28
43,1078,99.0,46,0.0946,4,14,28
44,1077,98.9,47,0.0964,5,14,28
45,1076,98.8,48,0.0992,5,14,29
46,1076,98.8,48,0.1001,4,15,29
47,1077,98.9,46,0.0964,4,14,28
48,1079,99.1,44,0.0918,3,13,28
49,1080,99.2,43,0.0882,3,12,28
50,1080,99.2,43,0.0872,4,11,28
51,1080,99.2,44,0.0891,4,11,29
52,1080,99.2,44,0.0891,3,12,29
53,1080,99.2,43,0.0872,2,12,29
54,1080,99.2,43,0.0872,2,12,29
55,1081,99.3,42,0.0854,2,11,29
56,1080,99.2,43,0.0863,2,11,30
57,1080,99.2,43,0.0872,2,11,30
58,1080,99.2,43,0.0872,2,11,30
59,1079,99.1,45,0.0909,3,11,31
60,1078,99.0,46,0.0937,3,12,31
61,1078,99.0,46,0.0946,3,12,31
62,1079,99.1,45,0.0927,3,11,31
63,1079,99.1,45,0.0918,3,11,31
64,1079,99.1,45,0.0918,3,11,31
65,1079,99.1,45,0.0918,3,11,31
66,1078,99.0,46,0.0937,4,11,31
67,1077,98.9,47,0.0964,5,11,31
68,1077,98.9,47,0.0973,5,11,31
69,1077,98.9,47,0.0973,5,11,31
70,1077,98.9,47,0.0973,5,11,31
71,1077,98.9,47,0.0973,5,11,31
72,1077,98.9,47,0.0973,5,11,31
73,1077,98.9,47,0.0973,5,11,31
74,1077,98.9,47,0.0973,5,11,31
75,1076,98.8,48,0.0992,6,11,31
76,1076,98.8,48,0.1001,6,11,31
77,1077,98.9,46,0.0964,5,11,30
78,1078,99.0,46,0.0955,5,11,30
79,1077,98.9,47,0.0964,5,11,31
80,1077,98.9,47,0.0973,5,11,31
81,1077,98.9,47,0.0973,5,11,31
82,1078,99.0,46,0.0955,4,11,31
83,1079,99.1,44,0.0909,4,10,30
84,1079,99.1,44,0.09,4,10,30
85,1079,99.1,44,0.09,4,10,30
86,1079,99.1,44,0.09,4,10,30
87,1079,99.1,44,0.09,4,10,30
88,1079,99.1,44,0.09,4,10,30
89,1079,99.1,44,0.09,4,10,30
90,1079,99.1,45,0.0918,4,11,30
91,1079,99.1,45,0.0918,4,11,30
92,1079,99.1,45,0.0918,4,11,30
93,1078,99.0,47,0.0955,4,12,31
94,1077,98.9,47,0.0964,4,12,31
95,1077,98.9,47,0.0973,3,12,32
96,1076,98.8,48,0.0992,3,12,33
97,1075,98.7,49,0.1019,3,13,33
98,1075,98.7,49,0.1028,4,13,32
99,1075,98.7,50,0.1047,5,13,32
100,1075,98.7,50,0.1047,5,13,32
101,1075,98.7,50,0.1047,5,13,32
102,1075,98.7,50,0.1047,5,13,32
103,1074,98.6,51,0.1065,6,13,32
104,1074,98.6,50,0.1056,6,13,31
105,1075,98.7,48,0.1019,5,12,31
106,1076,98.8,48,0.101,5,12,31
107,1078,99.0,45,0.0946,4,11,30
108,1079,99.1,44,0.0909,4,11,29
109,1080,99.2,43,0.0882,4,11,28
110,1079,99.1,45,0.0909,5,11,29
111,1078,99.0,46,0.0937,6,11,29
112,1078,99.0,46,0.0946,6,11,29
113,1078,99.0,46,0.0946,6,11,29
114,1078,99.0,46,0.0946,6,11,29
115,1078,99.0,46,0.0946,6,11,29
116,1078,99.0,46,0.0946,6,11,29
117,1078,99.0,46,0.0946,6,11,29
118,1078,99.0,46,0.0946,6,11,29
119,1078,99.0,46,0.0946,6,11,29
120,1079,99.1,44,0.0909,5,11,28
