tick,institution_score,categories,round_summary
5,8.5,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,All three agents explicitly endorse a 20-cow commons governance norm with public commitment and good-faith signaling through unilateral restraint.
10,9.1,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents demonstrate strong commitment to an emergent 20-cow ceiling norm, actively reinforcing collective restraint through explicit acknowledgment of the rule and its success in maintaining commons health."
15,8.7,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents demonstrate strong institutional commitment through explicit norm proposals, quantified commons restoration metrics, and coordinated restraint signaling mutual accountability and collective prosperity framing."
20,9.2,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents reinforce a sustainable cooperative norm by explicitly rejecting marginal defection gains, citing shared equilibrium success and collective discipline as the foundation for sustained institutional trust."
25,6.2,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents invoke shared pasture health metrics to justify continued resource extraction, framing incremental additions as collectively monitored expansion rather than defection, while Agent 0 attempts norm-enforcement through reciprocal restraint."
30,6.2,COORDINATION|DEFECTION|NORM_PROPOSAL|TRUST_BUILDING,"Agents 0 and 1 demonstrate strong institutional commitment to coordinated restraint with explicit thresholds, while Agent 2 defects through aggressive expansion despite affirming coordination rhetoric."
35,8.7,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents reinforce shared norms of restraint and collective stewardship, signaling strong coordination around sustainable commons governance despite Agent 0's marginal herd increase."
40,8.7,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents align on a binding collective commitment to maintain current herd sizes and restrain expansion, demonstrating strong norm emergence and conditional cooperation based on mutual restraint."
45,9.1,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents unanimously reinforce established restraint norms, explicitly validate peer compliance, and commit to maintaining current sustainable allocation equilibrium through mutual recognition of collective benefit."
50,6.5,COORDINATION|DEFECTION|NORM_PROPOSAL|TRUST_BUILDING,"Two agents reinforce collective restraint norms while one agent exploits the stable pasture condition through unilateral expansion, creating institutional tension between stated cooperation and revealed preferences."
55,9.1,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents unanimously agree to hold current herd sizes (20–31 cows) to prevent grassland collapse, demonstrating strong coordination and collective restraint based on shared environmental monitoring."
60,6.5,COORDINATION|DEFECTION|NORM_PROPOSAL|TRUST_BUILDING,Agents 0 and 2 reinforce mutual restraint norms while Agent 1 defects through resource expansion while free-riding on others' discipline.
65,9.2,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents demonstrate convergence on binding herd-cap norms with explicit commitment language, mutual accountability signaling, and shared framing of commons sustainability."
70,5.5,COORDINATION|DEFECTION|NORM_PROPOSAL|SANCTION|TRUST_BUILDING,"Mixed signals: Agents 0 and 2 acknowledge defection and recommit to restraint, while Agent 1 adds herd size while rhetorically endorsing coordination—creating institutional strain between stated norms and actual behavior."
75,6.5,COORDINATION|DEFECTION|NORM_PROPOSAL|TRUST_BUILDING,"Two agents maintain restrained grazing (25, 30 cows) with strong trust-building rhetoric, while Agent 2 defects by adding cows (34) while invoking sustainability framing to legitimize growth."
80,8.7,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents demonstrate strong collective coordination with explicit norm reinforcement, mutual acknowledgment of restraint, and commitment to multi-round cooperative governance for resource recovery."
85,9.1,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,All three agents signal sustained commitment to resource conservation norms with explicit time-bounded coordination proposals and affirmation of collective trust.
90,7.2,COORDINATION|NORM_PROPOSAL|SANCTION|TRUST_BUILDING,"All agents signal commitment to restraint while Agents 1 and 2 publicly sanction Agent 0's prior defection, attempting to restore coordination discipline in the final rounds."
95,8.1,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents simultaneously propose collective restraint norms, acknowledge commons collapse, and frame compliance as mutually necessary for recovery, demonstrating coordinated norm-building after resource depletion."
