tick,institution_score,categories,round_summary
5,7,CAUTIONARY|COORDINATION|NORM_PROPOSAL|SANCTION|TRUST_BUILDING,"Agents discuss herd management with a mix of support for reduction, maintenance, and cautious expansion strategies."
10,8,COORDINATION|DEFECTION|TRUST_BUILDING,Agents predominantly engage in coordination to maintain communal stability and trust while one agent slightly deviates with a cautious increase in resource exploitation.
15,6,COORDINATION,Agents are coordinating on a strategy of stability and sustainability.
20,8,COORDINATION|TRUST_BUILDING,"All agents are expressing commitment to coordinated, sustainable practices with a focus on mutual benefits."
25,8,COORDINATION|TRUST_BUILDING,"All agents emphasize coordination and maintenance of stability in their management strategies, with one agent cautiously considering expansion."
30,7,COORDINATION|NORM_PROPOSAL|SANCTION|TRUST_BUILDING,"Agents are focused on maintaining balance and health of the common-pool resource through cooperative behavior, yet hints of opportunistic deviation appear."
35,8,COORDINATION|NONE|NORM_PROPOSAL|TRUST_BUILDING,"Agents engage primarily in coordination and trust-building actions, with Agent 2 explicitly adhering to existing resource management norms without proposing changes."
40,6,COORDINATION|DEFECTION|NORM_PROPOSAL|SANCTION|TRUST_BUILDING,"This round contains clear signals of norm proposal and defection, alongside actions aimed at cooperative management and trust building."
45,8,COORDINATION|TRUST_BUILDING,"Agents are expressing a strong inclination towards maintaining the current herd size, emphasizing communal health and coordination with neighboring practices."
50,9,COORDINATION|TRUST_BUILDING,This round showcases agents coordinating and reinforcing trust in the KEEP strategy for communal sustainability.
55,8,COORDINATION|TRUST_BUILDING,"Agents are coordinating their efforts to maintain resource stability through adherence to the KEEP strategy, with Agent 0 emphasizing balance and fairness in shared pasture use."
60,8,COORDINATION|TRACTION_PROPOSAL|TRUST_BUILDING,Agents express commitment to sustaining the shared resource and coordinating herd sizes for common benefit.
65,7,COORDINATION|NONE|SANCTION|TRUST_BUILDING,Agents are showing cautious behavior and positive alignment towards sustainable practices.
70,7,COORDINATION|DEFECTION|NORM_PROPOSAL|TRUST_BUILDING,"Agents engage in various strategies, with some coordinating sustainably and others tentatively increasing their usage."
75,6,COOPERATION|COORDINATION|PARTIAL_DEFECTIVE_BEHAVIOR|TRUST_BUILDING|TRUST_PROPOSITION,Agents exhibit varying degrees of coordination and trust-building behaviors along with partial defection.
80,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"Agents are maintaining their herds and showing a high level of trust and coordination in the face of stable conditions, with one agent emphasizing long-term sustainability considerations."
85,8,COORDINATION|TRUST_BUILDING,Agents are showing strong coordination and trust-building behaviors by maintaining herd sizes based on mutual sustainability goals.
90,8,COORDINATION|TRUST_BUILDING,All agents are actively working towards coordination and trust-building through their commitment to keeping herd sizes stable for long-term sustainability.
95,7,COORDINATION|SUSTAINABILITY_FOCUS|TRADEOFF_RESOLUTION|TRUST_BUILDING,"Agents are coordinating their strategies and emphasizing stability, mutual benefit, and sustainability of the pasture."
100,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"Agents express trust, coordination, and norm adherence through cooperative KEEP strategies."
105,9,COORDINATION|TRUST_BUILDING,"All agents are advocating for sustainability and cooperation, expressing trust in the prevailing cooperative approach."
110,8,COORDINATION|TRUST_BUILDING,All agents in round-110 coordinated to maintain balance and demonstrated trust in keeping successful strategies.
115,7,COORDINATION|DEFECTION,"Two agents propose maintaining a sustainable strategy, while one pursues immediate gain."
120,8,COORDINATION|TRUST_BUILDING,"Agents consistently chose to maintain the KEEP strategy, emphasizing coordination and trust-building among neighbors."
