tick,institution_score,categories,round_summary
5,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,All agents commit to keeping herd sizes steady and reinforce a shared restraint norm to preserve the commons.
10,7,COORDINATION|DEFECTION|NORM_PROPOSAL|TRUST_BUILDING,"Most agents signal coordinated restraint and trust maintenance, while one agent expands modestly but still endorses a norm against rapid growth."
15,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,All agents explicitly coordinate on continued restraint and frame it as a shared norm for preserving long-term collective returns.
20,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All agents explicitly coordinate on continued restraint, reinforcing a shared norm of protecting the commons for long-term mutual benefit."
25,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,All agents reaffirm coordinated restraint and a shared norm of keeping herds steady to protect long-term commons productivity.
30,7,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,All agents reaffirm a shared restraint norm and coordinate on maintaining herd levels to preserve the pasture and long-term returns.
35,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,All agents reaffirm mutual restraint and coordinated herd stability to preserve the shared pasture and maintain collective returns.
40,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All agents explicitly commit to maintaining restraint, reinforcing a cooperative norm aimed at preserving the healthy commons and reliable long-term returns."
45,8,COORDINATION|TRUST_BUILDING,All agents signal continued restraint and mutual alignment to preserve the healthy commons and reliable shared returns.
50,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,All agents reaffirm a shared restraint norm and coordinate on keeping herd sizes steady to preserve the healthy commons.
55,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,All agents signal continued restraint and coordinated stability to preserve the healthy commons.
60,7,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All agents commit to keeping herds steady, reinforcing a shared restraint norm and coordinating around long-term pasture sustainability."
65,6,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,All agents signal continued restraint and mutual coordination to preserve the healthy pasture and sustain long-term collective returns.
70,7,COORDINATION|TRUST_BUILDING,All agents signal continued restraint and mutual coordination to preserve the healthy commons and reliable shared returns.
75,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,All agents affirm continued restraint and align around a shared fairness-and-sustainability norm for preserving the commons.
80,7,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,All agents commit to continued restraint and frame it as a shared norm for preserving the pasture and maintaining strong collective payoffs.
85,7,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"The group largely signals cautious restraint and monitoring, with one limited addition framed as conditional on pasture health."
90,8,COORDINATION|TRUST_BUILDING,All agents signal continued restraint and mutual alignment to preserve the healthy commons and sustain long-term returns.
95,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,All agents affirm mutual restraint and coordinated keeping to preserve the healthy commons and sustain reliable long-term returns.
100,7,COORDINATION|DEFECTION|NORM_PROPOSAL|TRUST_BUILDING,"Agents mostly reinforce a shared restraint norm to sustain the commons, while one agent makes a limited, conditional increase that mildly strains that norm."
105,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,All agents reaffirm coordinated restraint and mutual confidence in sustaining the commons for long-term returns.
110,7,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,All agents reaffirm keeping and frame mutual restraint as a shared norm for preserving the commons and sustaining collective returns.
115,7,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,All agents reaffirm coordinated restraint and express confidence that maintaining the shared norm will sustain the healthy commons and reliable collective returns.
120,7,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,All agents signal continued restraint and coordinated herd maintenance to preserve the healthy commons and long-term collective gains.
