tick,institution_score,categories,round_summary
5,8,COORDINATION|TRUST_BUILDING,All agents expressed a commitment to sustainability and cooperation in managing their herds.
10,8,COORDINATION|TRUST_BUILDING,Agents expressed strong support for sustainability and mutual cooperation.
15,9,COORDINATION|TRUST_BUILDING,All agents expressed strong support for cooperation and sustainability.
20,7,COORDINATION|SANCTION|TRUST_BUILDING,The agents express a commitment to sustainability while implementing actions to manage shared resources.
25,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,Agents express a collaborative spirit towards sustainable pasture management.
30,8,COORDINATION|TRUST_BUILDING,The agents express strong commitment to sustainability and collaboration.
35,8,COORDINATION|TRUST_BUILDING,All agents express commitment to sustainability and support for each other.
40,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,Agents express commitment to sustainable grazing and support for each other's efforts.
45,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,Agents express appreciation for sustainability efforts and propose collaborative actions.
50,8,COORDINATION|TRUST_BUILDING,All agents express coordination and trust in sustainable management decisions.
55,8,COORDINATION|TRUST_BUILDING,"All agents agreed to remove cows to support shared sustainability efforts, indicating strong coordination and trust-building."
60,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,Agents express commitment to sustainability through cooperation and norm-setting.
65,7,COORDINATION|SANCTION|TRUST_BUILDING,Agents expressed different levels of support and actions regarding sustainability efforts.
70,8,COORDINATION|TRUST_BUILDING,"Agents actively coordinate their actions towards sustainability, with one focusing on trust building."
75,8,COORDINATION|TRUST_BUILDING,Agents are expressing support for sustainability and coordinating efforts by adding resources.
80,7,COORDINATION|DEFECTION|NORM_PROPOSAL|TRUST_BUILDING,"The agents expressed their commitment to sustainability, with a mix of proposal and action, although one message could indicate a breach of norms."
85,6,COORDINATION|DEFECTION|NONE|NORM_PROPOSAL|TRUST_BUILDING,"Agents engage in collaborative decision-making for pasture health, with some proposing herd reductions while one suggests adding cows."
90,8,COORDINATION|TRUST_BUILDING,All agents express a commitment to collaborative sustainability efforts for the pasture.
95,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,Agents are expressing a strong commitment to cooperative management of the pasture.
100,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,Agents demonstrate commitment and coordination towards sustainable commons management.
105,7,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,Agents expressed support for the commons and proposed actions to align their contributions.
110,8,COORDINATION|TRUST_BUILDING,All agents express a consensus on maintaining herd stability for collective benefit.
115,7,COORDINATION|NORM_PROPOSAL,Agents discuss the addition and removal of cows to sustain balance in the commons.
120,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,Agents emphasize cooperative efforts for pasture health and sustainability.
