tick,pool_patches,pool_pct,total_cows,pressure,agent0_cows,agent1_cows,agent2_cows
1,1081,99.3,46,0.0845,5,15,26
2,1078,99.0,47,0.0937,5,15,27
3,1077,98.9,47,0.0964,5,15,27
4,1076,98.8,48,0.0992,5,15,28
5,1075,98.7,49,0.1019,5,16,28
6,1075,98.7,50,0.1047,5,16,29
7,1075,98.7,50,0.1047,5,16,29
8,1074,98.6,51,0.1065,5,16,30
9,1073,98.5,52,0.1093,5,17,30
10,1072,98.4,52,0.1102,5,17,30
11,1072,98.4,52,0.1111,5,17,30
12,1071,98.3,53,0.1129,5,18,30
13,1070,98.3,54,0.1157,6,18,30
14,1069,98.2,55,0.1185,6,18,31
15,1067,98.0,57,0.123,6,19,32
16,1065,97.8,59,0.1286,7,20,32
17,1063,97.6,60,0.1322,7,20,33
18,1062,97.5,60,0.1341,7,20,33
19,1062,97.5,60,0.135,7,20,33
20,1062,97.5,60,0.135,7,20,33
21,1060,97.3,62,0.1387,7,21,34
22,1058,97.2,63,0.1423,7,21,35
23,1056,97.0,64,0.146,7,21,36
24,1055,96.9,64,0.1478,6,22,36
25,1053,96.7,66,0.1524,6,23,37
26,1051,96.5,67,0.1561,6,24,37
27,1049,96.3,68,0.1598,6,25,37
28,1047,96.1,69,0.1635,6,26,37
29,1044,95.9,70,0.1671,6,26,38
30,1039,95.4,73,0.1754,7,27,39
31,1035,95.0,74,0.1818,6,28,40
32,1029,94.5,77,0.191,7,29,41
33,1023,93.9,79,0.2002,8,30,41
34,1016,93.3,81,0.2094,9,30,42
35,1009,92.7,83,0.2195,10,31,42
36,1002,92.0,84,0.2277,11,32,41
37,995,91.4,85,0.236,11,32,42
38,990,90.9,85,0.2424,11,32,42
39,985,90.4,86,0.2489,11,33,42
40,981,90.1,86,0.2534,11,33,42
41,974,89.4,88,0.2608,11,34,43
42,966,88.7,89,0.2691,11,34,44
43,960,88.2,89,0.2764,11,34,44
44,953,87.5,90,0.2837,11,35,44
45,946,86.9,90,0.2902,11,35,44
46,936,86.0,92,0.3003,11,36,45
47,927,85.1,92,0.3095,11,36,45
48,918,84.3,92,0.3177,11,36,45
49,908,83.4,93,0.3278,11,37,45
50,896,82.3,94,0.3388,11,38,45
51,883,81.1,94,0.3499,11,38,45
52,870,79.9,94,0.3618,11,38,45
53,856,78.6,94,0.3737,11,38,45
54,838,77.0,95,0.3884,11,38,46
55,816,74.9,96,0.4068,11,38,47
56,788,72.4,97,0.4288,12,38,47
57,754,69.2,97,0.4545,12,38,47
58,707,64.9,99,0.4894,12,39,48
59,642,59.0,101,0.5363,13,40,48
60,550,50.5,103,0.5996,14,41,48
61,420,38.6,105,0.6878,14,42,49
62,243,22.3,106,0.809,15,42,49
63,34,3.1,105,0.9697,14,41,50
