tick,institution_score,categories,round_summary
5,8,COORDINATION|TRUST_BUILDING,All agents express a consensus on monitoring resources and ensuring sustainability.
10,8,COORDINATION|TRUST_BUILDING,All agents emphasize sustainability and cooperation in herding practices.
15,7,COORDINATION|KEEP|NORM_PROPOSAL|TRUST_BUILDING,Agents express intentions to preserve grassland through sustainability-focused actions.
20,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,All agents propose norms and strategies focusing on cooperation and sustainability.
25,8,COORDINATION|TRUST_BUILDING,Agents are collaborating towards sustainability and the health of the pasture.
30,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,Agents are collaboratively discussing actions to support pasture sustainability.
35,7,COORDINATION|DEFECTION|SANCTION|TRUST_BUILDING,Agents express commitment to the commons while also addressing sustainability concerns.
40,8,COORDINATION|TRUST_BUILDING,The agents emphasize cooperation and mutual support for the sustainability of the commons.
45,8,COORDINATION|NORM_PROPOSAL,Agents are collaboratively working to manage their herds for the health of the commons.
50,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,Agents express strong support for sustainable herd management practices.
55,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,Agents emphasize coordination for sustainable herding and express support for common resource health.
60,6,COORDINATION|DEFECTION|NORM_PROPOSAL|TRUST_BUILDING,Agents expressed varying commitments to sustainability through different actions and responses.
65,7,COORDINATION|SANCTION|TRUST_BUILDING,"Agents are making adjustments to their contributions to the commons, emphasizing sustainability and coordination."
70,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,Agents expressed a strong commitment to the sustainability of the commons through cooperation and propose actions.
75,6,ADD|COORDINATION|NORM_PROPOSAL,"Agents discuss strategies for sustaining pasture resources, with differing views on herd size management."
80,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,Agents emphasize collaboration and stability for the commons.
85,6,COORDINATION|DEFECTION|NONE|TRUST_BUILDING,Agents express a mix of coordination and potential defection regarding resource management.
90,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,Agents are focused on proposing and coordinating sustainable practices for herd management.
95,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,Agents express commitment to maintaining the pasture while proposing actions to balance herd sizes.
100,8,COORDINATION|TRUST_BUILDING,Agents demonstrate collaboration and commitment to the commons.
105,8,COORDINATION|TRUST_BUILDING,All agents emphasize the importance of collective action for the health of the pasture.
110,7,COORDINATION|DEFECTION|TRUST_BUILDING,"Agents demonstrated a mix of trust building, coordination, and potential defection in their contributions towards pasture preservation."
115,8,COORDINATION|TRUST_BUILDING,Agents are collaboratively committing to sustainable grazing by removing cows.
120,8,COORDINATION|TRUST_BUILDING,Agents are coordinating actions to enhance sustainability of the communal pasture.
