tick,pool_patches,pool_pct,total_cows,pressure,agent0_cows,agent1_cows,agent2_cows
1,1083,99.4,42,0.0771,4,14,24
2,1082,99.4,40,0.079,3,14,23
3,1083,99.4,39,0.0781,2,14,23
4,1083,99.4,38,0.0753,2,14,22
5,1083,99.4,38,0.0753,1,15,22
6,1084,99.5,37,0.0735,0,15,22
7,1084,99.5,36,0.0707,0,14,22
8,1084,99.5,37,0.0725,1,13,23
9,1084,99.5,37,0.0725,0,13,24
10,1083,99.4,40,0.0781,1,14,25
11,1083,99.4,38,0.0753,1,13,24
12,1083,99.4,38,0.0753,2,12,24
13,1083,99.4,38,0.0753,1,12,25
14,1082,99.4,40,0.079,2,12,26
15,1082,99.4,41,0.0817,3,12,26
16,1081,99.3,43,0.0854,4,12,27
17,1080,99.2,43,0.0863,5,12,26
18,1081,99.3,41,0.0836,4,12,25
19,1082,99.4,40,0.0808,3,12,25
20,1083,99.4,39,0.0781,2,13,24
21,1083,99.4,39,0.0771,3,12,24
22,1083,99.4,38,0.0753,2,12,24
23,1083,99.4,38,0.0753,3,12,23
24,1082,99.4,40,0.079,4,12,24
25,1082,99.4,40,0.0799,4,11,25
26,1082,99.4,40,0.0799,4,11,25
27,1082,99.4,41,0.0817,5,11,25
28,1082,99.4,40,0.0799,5,10,25
29,1082,99.4,40,0.0799,6,10,24
30,1082,99.4,40,0.0799,6,10,24
31,1082,99.4,41,0.0817,7,9,25
32,1082,99.4,41,0.0817,8,9,24
33,1082,99.4,40,0.0799,8,8,24
