tick,institution_score,categories,round_summary
5,0,,No messages this round
10,0,,No messages this round
15,8,TRUST_BUILDING,Agent 2 emphasizes cooperative behavior and prioritizes collective goods over individual interests.
20,8,COORDINATION,"Balance maintained, cooperation ongoing."
25,0,,No messages this round
30,6,COORDINATION|TRUST_BUILDING,Agents 1 and 2 engage in coordination and trust-building efforts to maintain a cooperative atmosphere.
35,7,COORDINATION|KEEP|NORM_ENFORCEMENT|NORM_PROPOSAL|TRUST_BUILDING,Multiple agents demonstrated a commitment to cooperation and enforcement of norms.
40,6.5,COORDINATION|TRUST_BUILDING,Messages focus on cooperation and mutual support.
45,0,,
50,7,NONE|TRUST_BUILDING,Consensus-seeking and trust-building statements dominate the conversation.
55,0,TRUST_BUILDING,
60,6,TRUST_BUILDING,Encouragement and support among agents
65,8,COORDINATION|TRUST_BUILDING,The group continues to prioritize cooperation and trust-building.
70,6,TRUST_BUILDING,
75,7,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,Strengthening social norms of cooperation
80,9,TRUST_BUILDING,Agent 0 initiates cooperation by showing appreciation and commitment.
85,6,TRUST_BUILDING,Agent 2 expresses gratitude and commitment to cooperation.
90,6,TRUST_BUILDING,Agent 2 expresses appreciation and builds trust with another agent.
95,0,,No messages this round
100,0,,No messages this round
105,6,NONE|TRUST_BUILDING,Agent 0 initiates a collaborative tone
110,0,,No messages this round
115,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,Parties reaffirm commitment to stability and cooperation in shared commons management.
120,0,COORDINATION,
