tick,institution_score,categories,round_summary
5,6,COORDINATION|NORM_PROPOSAL,Agents discuss strategy and agent 2's advice is considered.
10,0,,No messages this round
15,7,COORDINATION|NONE|NORM_PROPOSAL|TRUST_BUILDING,Agents discuss potential expansion of the resources.
20,0,,No messages this round
25,8,NORM_PROPOSAL|SANCTION|TRUST_BUILDING,Agents 1 and 2 discuss implications of cow addition on their herds.
30,0,,No messages this round
35,0,,No messages this round
40,0,,No messages this round
45,0,,No messages this round
50,0,,
55,6,COORDINATION|TRUST_BUILDING,Agents 1 and 2 consider the effect of collective herd size reduction on their cooperation.
60,0,,No messages this round
65,8,COORDINATION|TRUST_BUILDING,Agents discussed strategies to manage resources and collaborate with each other.
70,6,COORDINATION|TRUST_BUILDING,Discussion revolves around coordination and trust building among the agents.
75,0,,
80,6,COORDINATION|TRUST_BUILDING,Agent 1 proposes removing one cow to address high grazing risk and initiate coordination among agents
85,6,COORDINATION|NONE|NORM_PROPOSAL|TRUST_BUILDING,Agents discuss constraints and limits on grassland use.
90,0,,No messages this round
95,7,TRUST_BUILDING,Agent 2 issues a warning to Agent 0 to exercise caution
100,7,COORDINATION|NONE|NORM_PROPOSAL|SANCTION|TRUST_BUILDING,Agents 1 and 0 propose a strategy to balance their levels and share resources.
105,6,SANCTION,- Agent1 is concerned about herd size for both Agent0 and Agent2
110,0,,No messages this round
115,6,COORDINATION,A discussion about the suitability of removing a cow occurs.
120,0,,
