tick,institution_score,categories,round_summary
5,4,COORDINATION|NONE,Agents are increasing their resource extraction while attempting to establish a collective monitoring mechanism to track depletion.
10,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,The agents demonstrate high institutional cohesion by reinforcing sustainable resource use through consensus and proposing active monitoring of the commons.
15,9,TRUST_BUILDING,The agents are actively reinforcing communal norms and shared values by explicitly committing to stable resource use.
20,9,COORDINATION,The agents are collectively reinforcing an established norm of maintaining stable herd sizes to ensure long-term resource sustainability.
25,9.5,COORDINATION|TRUST_BUILDING,The agents are demonstrating high levels of consensus by explicitly reinforcing existing cooperative norms and aligning their individual actions with a shared stability strategy.
30,10.0,COORDINATION|TRUST_BUILDING,The agents demonstrate unanimous consensus and collective commitment to maintaining current herd sizes to ensure long-term resource stability.
35,9,COORDINATION|TRUST_BUILDING,"The agents have reached a unanimous consensus to maintain existing herd sizes, explicitly articulating a shared commitment to resource sustainability."
40,9.5,COORDINATION|TRUST_BUILDING,All agents express unanimous commitment to maintaining current herd sizes to uphold existing agreements and promote long-term resource sustainability.
45,3,DEFECTION|TRUST_BUILDING,"While two agents signal a commitment to resource stability through restraint, one agent unilaterally increases extraction, threatening the collective norm of sustainability."
50,3,COORDINATION|DEFECTION|NORM_PROPOSAL|TRUST_BUILDING,"Agents 0 and 2 attempt to coordinate through resource restraint, but Agent 1 chooses to exploit the remaining abundance, signaling a breakdown in collective sustainability."
55,3,COORDINATION|DEFECTION,"While Agents 1 and 2 demonstrate coordination through a commitment to steady herd sizes, Agent 0 breaks the emerging norm by continuing to expand usage."
60,9,COORDINATION|NORM_PROPOSAL,Agents are actively communicating to implement compensatory strategies and reinforce a shared norm of stability in response to individual changes in resource extraction.
65,10.0,COORDINATION|NORM_PROPOSAL,"The agents have reached a unanimous consensus to uphold existing extraction levels, reinforcing a shared rule for resource stability and protection."
70,9.5,COORDINATION,All agents expressed unanimous commitment to maintaining existing extraction levels to preserve the sustainability of the common resource.
75,1,DEFECTION,"Agents are unilaterally increasing resource extraction to prioritize individual profit maximization, demonstrating a failure to coordinate or implement sustainable resource-use norms."
80,10,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,The agents demonstrate high levels of consensus and collective commitment to reinforcing established norms for resource sustainability.
85,9,COORDINATION|TRUST_BUILDING,The agents are demonstrating high-level coordination and norm reinforcement by unanimously agreeing to maintain current levels to ensure resource stability.
90,9.5,COORDINATION,The agents demonstrate high levels of consensus by explicitly reaffirming an established harvesting limit to ensure resource sustainability.
95,9.5,COORDINATION|NORM_PROPOSAL,The agents demonstrate unanimous consensus on maintaining a specific resource extraction threshold to ensure stability and long-term sustainability.
100,10,COORDINATION|TRUST_BUILDING,The agents are demonstrating high institutional stability by unanimously reaffirming their commitment to a long-standing harvesting limit to ensure resource sustainability.
105,9.5,COORDINATION|TRUST_BUILDING,The agents are demonstrating high-level institutional stability by unanimously reaffirming their commitment to an established extraction limit to ensure resource sustainability.
110,10,COORDINATION|NORM_PROPOSAL,The agents are demonstrating perfect consensus by unanimously reaffirming their adherence to the established 30-cow limit to protect the common resource.
115,10,COORDINATION|TRUST_BUILDING,The agents are demonstrating high-level institutional stability through the unanimous reaffirmation of an established extraction limit.
