tick,institution_score,categories,round_summary
5,6,NORM_PROPOSAL,"Agent 1 proposes to keep monitoring the grassland, promoting continuity of stewardship."
10,5,COORDINATION|DEFECTION|NORM_PROPOSAL,"Agent 2 proposed coordination, while Agent 0 deviated by defecting in part."
15,8,COORDINATION|NORM_PROPOSAL,Both agents propose and coordinate around maintaining stable herds to ensure healthy common-pool resources.
20,3,NONE,No significant institutional signals were detected.
25,7,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,Agent 1 proposes norms focused on mindfulness towards neighbors and suggests a collaborative approach to resource use
30,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,Agents collectively promote cooperation
35,7,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,Agents collaborate towards sustainability and reciprocity.
40,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,Agents are actively coordinating and trusting each other to maintain a balanced herd size.
45,8,NORM_PROPOSAL|TRUST_BUILDING,Agent 0 proposes maintaining cooperation and building trust.
50,6,COORDINATION|NONE|TRUST_BUILDING,"Agent 2 suggests maintaining the current situation, while Agent 1 proposes collaboration for sustainability."
55,7,NORM_PROPOSAL|TRUST_BUILDING,Agent 2 promotes collective effort and sustainability.
60,7,COORDINATION,"The discussion primarily features coordination efforts to maintain the status quo, indicating a focus on sustainability."
65,8,COORDINATION|NORM_PROPOSAL,Agent 2 proposes maintaining current herd levels for sustainability.
70,5,COORDINATION,Agent 0 proposed a coordination strategy to maintain equal herd sizes for environmental stability.
75,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"Agents expressed a strong commitment to maintaining the current herd size, emphasizing both ecological stability and fairness."
80,3,NORM_PROPOSAL,Agent 0 proposes a normative approach to grass preservation.
85,8,COORDINATION|NORM_PROPOSAL|SANCTION|TRUST_BUILDING,"Agents exhibit strong signals of cooperative norm proposals and trust building, with some sanctions aimed at maintaining the commons."
90,8,COORDINATION|NORM_PROPOSAL,Agents collaboratively agreed to maintain the status quo for sustainable resource use.
95,2,NONE,Agent 0 observes neighbor two's conservation efforts but does not propose any new norms.
100,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,Agents are focusing on sustainable strategies with mutual cooperation and coordination for resource maintenance.
105,4,COORDINATION|NONE|NORM_PROPOSAL,"Agent 0 proposed a coordinated reduction of herds, while Agent 2 did not contribute significant institutional signals."
110,8,COORDINATION|NORM_PROPOSAL,Agent 0 proposes a coordinated and gradual sustainable management plan.
115,7,COORDINATION|NONE|NORM_PROPOSAL,Agents agree on a cautious reduction strategy.
120,2,NONE,Agents proposed collective restraint based on individual minimization of impacts but not through any governance mechanism.
