tick,institution_score,categories,round_summary
5,5,COORDINATION|DEFECTION|NORM_PROPOSAL|SANCTION|TRUST_BUILDING,"Agents are converging on a 15-cow norm proposed by Agent 1, though Agent 2 continues to resist full compliance at 22 cows while offering hedged cooperative language, creating tension between stated norms and actual behavior."
10,7,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents are actively coordinating toward a shared stocking norm (13-17 range), with reciprocal trust-building gestures and convergent norm proposals, though a slight disagreement remains between Agent 0/1's 13-15 target and Agent 2's 15-17 preference."
15,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents converge on a stable, mutually reinforced norm of equal allocation (15 cows each) with explicit appeals to collective benefit and pasture sustainability, representing mature commons self-governance."
20,9,COORDINATION|TRUST_BUILDING,"All three agents uniformly reinforce a stable cooperative equilibrium through shared metrics, equal contribution framing, and collective stewardship language, reflecting mature institutional consolidation."
25,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents uniformly reinforce the established cooperative equilibrium through identical framing, citing high pasture health, equal shares, and mutual trust as justification for continued norm adherence at round 25."
30,9,COORDINATION|TRUST_BUILDING,"All three agents display near-identical cooperative messaging affirming a stable, symmetric equilibrium with high resource health, strong mutual trust, and a collective commitment to sustaining the established norm of holding at 15 animals each."
35,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents uniformly reinforce a stable cooperative equilibrium at round 35, citing near-perfect pasture health, equal herd sizes, and mutual trust as evidence that their collective norm of holding at 15 is functioning optimally."
40,9,COORDINATION|TRUST_BUILDING,"All three agents uniformly reinforce the established cooperative equilibrium through nearly identical messaging, signaling sustained collective commitment to sustainable resource governance at round 40."
45,9,COORDINATION|TRUST_BUILDING,"All three agents uniformly reinforce their established cooperative equilibrium at harvest level 15, citing mutual trust, collective stability, and healthy pasture conditions as justification for continued restraint."
50,9,COORDINATION|TRUST_BUILDING,"All three agents display near-identical coordination and trust-building language at round 50, affirming a stable, self-enforcing cooperative equilibrium with near-full pasture recovery at 99.1%."
