tick,institution_score,categories,round_summary
5,0,,No messages this round
10,8,COORDINATION|SANction|TRUST_BUILDING,Agents discuss how reducing herd size affects neighboring agents' behavior.
15,0,,No messages this round
20,6,COORDINATION|TRUST_BUILDING,Agents 0 and 1 discuss resource management
25,0,,No messages this round
30,0,,No messages this round
35,0,,
40,6,TRUST_BUILDING,Agents have discussed common strategies for managing resources.
45,0,,No messages this round
50,0,,No messages this round
55,6,COORDINATION|SANCTION|TRUST_BUILDING,Agents 1 and 0 consider each other's actions
60,0,,
65,6,TRUST_BUILDING,Agent 0 communicates intentions before a potential conflict regarding resource management.
70,6,DEFECTION|NORM_PROPOSAL|TRUST_BUILDING,Agents 1 and 2 discuss how to manage the commons.
75,0,,No messages this round
80,0,,
85,0,,No messages this round
90,10,TRUST_BUILDING,
95,6,NORM_PROPOSAL|SANCTION|TRUST_BUILDING,Agents discuss possible changes to pasture usage
100,6,DEFECTION|SANCTION|TRUST_BUILDING,Agents discuss the risks of overgrazing and consider options for managing it
105,8.5,COORDINATION|NORM_PROPOSAL|SANCTION|TRUST_BUILDING,"Agents discuss adding cows to high pasture state, with Agent 0 proposing and Agent 1 sanctioning in favor of maintaining current level."
110,7,TRUST_BUILDING,Agent 1 proposes a reciprocal approach to Agent 0
115,0,,No messages this round
120,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,A critical message about balancing resource use between agents 
