tick,institution_score,categories,round_summary
5,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"Agents are engaging in norm proposal and coordination behaviors, maintaining trust through cautious actions."
10,10,COORDINATION|TRUST_BUILDING,All agents are demonstrating strong adherence to neighborhood consensus for sustainable herd management.
15,8,COORDINATION|TRUST_BUILDING,"All agents choose to keep their strategies, showing coordination and trust-building among them."
20,8,COORDINATION|NORM_PROPOSAL,Agents propose sustainability norms and coordinate their actions with the community for long-term communal benefits.
25,9,COORDINATION|NORM_PROPOSAL|SANCTION|TRUST_BUILDING,"Agents are emphasizing sustainable practices, cooperation, and the importance of maintaining a balanced resource state."
30,7,COORDINATION|TRUST_BUILDING,"Agents maintain cooperative and sustainability-oriented attitudes, reinforcing communal norms."
35,8,COORDINATION|NORM_PROPOSAL,Agents express alignment and commitment to sustainable practices within the community.
40,10,COORDINATION,Agents exhibit strong coordination towards communal good.
45,7,COORDINATION,"All agents are expressing a commitment to continued cooperative efforts in resource management, focusing on sustainability."
50,8,COORDINATION|TRUST_BUILDING,"All agents are reiterating the commitment to collective sustainability, focusing on ongoing collaboration for communal well-being and resource preservation."
55,7,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"Agents demonstrate a mix of norm proposals, coordination actions, and trust-building statements focused on sustainability and cooperation."
60,8,COORDINATION|TRUST_BUILDING,"All agents in round 60 express a commitment to maintaining consistent and sustainable herd sizes, showing high trust-building and coordination activities."
65,8,NORM_PROPOSAL|TRUST_BUILDING,"All agents propose maintaining current herd sizes, emphasizing long-term sustainability and cooperative governance."
70,8,NORM_PROPOSAL|TRUST_BUILDING,"All three agents propose norms that emphasize the maintenance of herd sizes for sustainability, mutual respect, and cooperation."
75,8,COORDINATION|TRUST_BUILDING,"Agents are coordinating their actions towards sustaining the herd size, emphasizing trust-building in cooperative management."
80,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"Round includes proposals for sustainable practices, coordination based on neighbor actions, and trust-building through commitment to cooperative governance."
85,9,COORDINATION,All agents are coordinating their actions to continue cooperative management in line with sustainability principles.
90,8,COORDINATION|TRUST_BUILDING,All messages indicate a continuation of cooperative management behaviors emphasizing sustainability and fairness.
95,8,COORDINATION|SANCTION|TRUST_BUILDING,"Agents in round-95 exhibited coordinated behavior centered around maintaining sustainable practices, with some agents taking specific measures to enforce norms."
100,8,COORDINATION,"All agents engaged in coordinated, sustainable resource management."
105,7,COORDINATION|NORM_PROPOSAL,"Agents are coordinating their actions with sustainable practices, while one agent proposes a normative change."
110,9,COOPERATION|COORDINATION,"All agents are coordinating and following sustainable practices, although one agent slightly increases resource use."
115,8,COOPERATION|COORDINATION|TRUST_BUILDING,Agents generally show a commitment to sustainable practices through cooperation and coordination.
120,8,COORDINATION,All agents are coordinating to continue sustainable practices.
