tick,institution_score,categories,round_summary
5,6,NORM_PROPOSAL|TRUST_BUILDING,Agent 0 suggests caution regarding Agent 2's herd size
10,0,,No messages this round
15,7.3,NONE|NORM_PROPOSAL|TRUST_BUILDING,"Round of messages between Agents 0, 1, and 2 on commons governance."
20,0,,
25,0,,
30,0,TRUST_BUILDING,
35,0,,No messages this round
40,8,TRUST_BUILDING,Agents 1 and 2 discuss herd size reduction to maximize communal resource allocation.
45,0,,
50,6,NORM_PROPOSAL|TRUST_BUILDING,Agent 2 offers proposal for reducing herd sizes.
55,2,NORM_PROPOSAL|TRUST_BUILDING,Agents have discussed cooperative management of the pool after a conversation about considering downsizing to maintain sustainability.
60,0,,No messages this round
65,0,,
70,0,,
75,0,,
80,0,,No messages this round
85,0,,No messages this round
90,0,,No messages this round
95,8,TRUST_BUILDING,Agents discuss adjusting herds
100,0,,No messages this round
105,0,,
110,,COORDINATION,
115,7,NONE|TRUST_BUILDING,Agents 1 and 2 discuss resource management.
120,6,NORM_PROPOSAL|TRUST_BUILDING,"Both agents propose adding cows to the grassland, with intentions unclear."
