tick,institution_score,categories,round_summary
5,9,COORDINATION|TRUST_BUILDING,Agents demonstrate alignment and cooperation towards maintaining the commons through cautious and balanced approaches.
10,8,COORDINATION|NORM_PROPOSAL|SANCTION|TRUST_BUILDING,"Agents emphasize the importance of sustainability, coordination, and trust-building in maintaining common resources."
15,0,,
20,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"Agents are focusing on stability, coordination, and the potential for beneficial change to maintain communal resources sustainably."
25,8,COORDINATION|NORM_PROPOSAL,Agents are discussing and coordinating towards maintaining sustainable and stable levels of resource use.
30,9,COORDINATION|NORM_PROPOSAL|SANCTION,"Agents 0 and 1 propose maintaining a balanced approach with community harmony, while Agent 2 suggests adjustments for sustainability."
35,8,COORDINATION|SANCTION|TRUST_BUILDING,"Agents emphasize trust, coordination, and proactive resource management for communal sustainability."
40,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,Agents are emphasizing coordination and trust-building to maintain sustainable grazing practices.
45,7,COORDINATION|TRUST_BUILDING,"Agents exhibit alignment through coordination and trust-building, maintaining common resource stability."
50,9,COORDINATION|TRUST_BUILDING,Agents express a commitment to coordinated efforts and the maintenance of trust in pursuit of community goals.
55,8,COORDINATION|TRUST_BUILDING,Agents engaged in coordination and trust-building by acknowledging each other's efforts to maintain sustainability.
60,8,COORDINATION|TRUST_BUILDING,Agents are expressing trust and coordination in maintaining a balanced approach to pasture sustainability.
65,9,COODINATION|COORDINATION|TRUST_BUILDING,All agents express trust and coordination in maintaining sustainable practices.
70,8,COORDINATION|TRUST_BUILDING,"Agents are coordinating their actions, prioritizing sustainability, and building trust through mutual acknowledgment."
75,7,COORDINATION|SANCTION|TRUST_BUILDING,"Agents engage in trust-building behavior by coordinating their actions with peers, one agent shows explicit willingness to reduce load for sustainability."
80,8,COORDINATION|TRUST_BUILDING,"Agents are maintaining cooperation and acknowledging neighboring activities, indicating trust-building and coordinated efforts toward sustainability."
85,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,Agents are maintaining coordination through observance of sustainable balance while proposing minor adjustments to norms.
90,8,COORDINATION|TRUST_BUILDING,"All agents in round-90 are committing to a cooperative strategy, indicating high levels of trust and coordination towards long-term sustainability."
95,8,COORDINATION|TRUST_BUILDING,Agents engaged in collaborative and trust-building behaviors focused on long-term sustainability.
100,8,TRUST_BUILDING,"All agents expressed intent to maintain herd size for long-term sustainability and equitable outcomes, emphasizing trust-building."
105,9,COORDINATION|TRUST_BUILDING,"Agents maintain consensus on sustainable practices, emphasizing cooperative behavior."
110,8,COORDINATION|NONE|TRUST_BUILDING,"Two agents emphasize maintaining cooperative herd management principles, while one suggests moderate exploitation under perceived favorable conditions."
115,8,COORDINATION|TRUST_BUILDING,"Agents emphasize cooperative and coordinated efforts for ecological stability, showing high levels of trust-building."
120,8,COORDINATION,All agents coordinate efforts towards maintaining a balanced and sustainable herd size.
