tick,institution_score,categories,round_summary
5,8,COORDINATION|TRUST_BUILDING,All agents express agreement and commitment to maintaining herd stability for the benefit of the commons.
10,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,Agents express strong support for cooperation and propose a norm for herd balance.
15,8,COORDINATION|TRUST_BUILDING,All agents expressed a strong commitment to cooperation and sustaining the common resource.
20,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,Agents express a commitment to sustainability and support for each other.
25,7,COORDINATION|NORM_PROPOSAL|SANCTION|TRUST_BUILDING,"Agents express trust and propose coordination towards resource management, with one agent indicating a sanction for the benefit of the commons."
30,8,COORDINATION|SANCTION|TRUST_BUILDING,All agents are actively engaged in actions aimed at enhancing the health of the pasture.
35,8,COORDINATION|TRUST_BUILDING,Agents express commitment to cooperation for shared resource health.
40,8,COORDINATION|TRUST_BUILDING,Agents are demonstrating trust and cooperation by adjusting their cow numbers to maintain pasture health.
45,6,COORDINATION|DEFECTION,"One agent proposed a defection by adding a cow, while two others emphasized coordination for sustainability."
50,7,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,The agents are collaborating to maintain the health of the pasture with a proposal for herd reduction.
55,8,COORDINATION|TRUST_BUILDING,All agents express commitment to mutual support for the health of the commons.
60,8,COORDINATION|TRUST_BUILDING,Agents express agreement and commitment to the health of the shared pasture.
65,8,COORDINATION|TRUST_BUILDING,Agents express a strong commitment to collective action for pasture health.
70,8,COORDINATION|TRUST_BUILDING,Agents express a strong commitment to cooperation and maintaining the health of the commons.
75,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,Agents express commitment to collaboration and suggest resource management strategies.
