tick,pool_patches,pool_pct,total_cows,pressure,agent0_cows,agent1_cows,agent2_cows
1,1081,99.3,45,0.0826,5,15,25
2,1079,99.1,45,0.09,5,15,25
3,1079,99.1,45,0.0918,5,15,25
4,1079,99.1,45,0.0918,5,15,25
5,1079,99.1,45,0.0918,5,15,25
6,1079,99.1,45,0.0918,5,15,25
7,1079,99.1,45,0.0918,5,15,25
8,1079,99.1,45,0.0918,5,15,25
9,1079,99.1,45,0.0918,5,15,25
10,1079,99.1,45,0.0918,5,15,25
11,1079,99.1,45,0.0918,5,15,25
12,1079,99.1,45,0.0918,5,15,25
13,1079,99.1,45,0.0918,5,15,25
14,1079,99.1,45,0.0918,5,15,25
15,1079,99.1,45,0.0918,5,15,25
16,1079,99.1,45,0.0918,5,15,25
17,1079,99.1,45,0.0918,5,15,25
18,1079,99.1,45,0.0918,5,15,25
19,1079,99.1,45,0.0918,5,15,25
20,1079,99.1,44,0.09,5,14,25
21,1079,99.1,44,0.09,5,14,25
22,1079,99.1,44,0.09,5,14,25
23,1079,99.1,44,0.09,5,14,25
24,1079,99.1,44,0.09,5,14,25
25,1079,99.1,44,0.09,5,14,25
26,1079,99.1,44,0.09,5,14,25
27,1079,99.1,44,0.09,5,14,25
28,1079,99.1,45,0.0918,5,14,26
29,1079,99.1,44,0.09,5,14,25
30,1079,99.1,44,0.09,5,14,25
31,1079,99.1,44,0.09,5,14,25
32,1080,99.2,43,0.0882,4,14,25
33,1080,99.2,43,0.0872,4,14,25
34,1081,99.3,42,0.0854,3,14,25
35,1081,99.3,42,0.0845,3,14,25
36,1081,99.3,42,0.0845,3,14,25
37,1081,99.3,42,0.0845,3,14,25
38,1081,99.3,42,0.0845,3,14,25
39,1081,99.3,42,0.0845,3,14,25
40,1081,99.3,42,0.0845,3,14,25
41,1081,99.3,42,0.0845,3,14,25
42,1081,99.3,41,0.0826,2,15,24
43,1081,99.3,41,0.0826,2,15,24
44,1081,99.3,41,0.0826,2,15,24
45,1082,99.4,40,0.0808,2,15,23
46,1082,99.4,41,0.0817,3,15,23
47,1082,99.4,41,0.0817,3,15,23
48,1082,99.4,41,0.0817,3,15,23
49,1082,99.4,41,0.0817,3,15,23
50,1081,99.3,42,0.0836,4,15,23
