tick,institution_score,categories,round_summary
5,8,COORDINATION|SANCTION|TRUST_BUILDING,Agents are engaging in coordination and trust-building actions focused on sustainability.
10,8,COORDINATION|TRUST_BUILDING,Round 10 demonstrates agents emphasizing trust-building and coordination through adherence to community norms and mutual observation.
15,8,COORDINATION|TRUST_BUILDING,All messages in this round emphasize cooperation and sustaining efforts towards a shared goal of sustainability.
20,9,COORDINATION|TRUST_BUILDING,Agents reaffirm their commitment to maintaining the pasture health through collective action.
25,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,Agents are maintaining cooperation and expressing commitment to resource preservation through herd reduction.
30,8,COORDINATION|TRUST_BUILDING,Agents are showing mutual support and adherence to common resource maintenance practices.
35,7,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"Agents are actively discussing and proposing the maintenance of current herd sizes for ecological health, indicating a strong adherence to sustainable practices."
40,9,COORDINATION|SANCTION|TRUST_BUILDING,This round features cooperative reinforcement and coordination around sustainability.
45,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"Agents express trust, coordination, and reaffirmation of norms to maintain shared resource health."
50,8,COORDINATION|SANCTION|TRUST_BUILDING,"Agents are signaling cooperative behavior, emphasizing coordination and trust in sustaining pasture conditions."
55,8,COORDINATION|NORM_PROPOSAL,"All agents propose maintaining the stability of the herd size, emphasizing coordination and norm adherence for the sustainability of shared resources."
60,8,COORDINATION|TRUST_BUILDING,"Agents reaffirm their commitment to sustainable herd sizes and pasture health, emphasizing coordination and trust."
65,8,COORDINATION|NORM_PROPOSAL,Agents are coordinating and reaffirming their commitment to maintaining balanced herd sizes for sustainable grazing conditions.
70,7,NORM_PROPOSAL|TRUST_BUILDING,"Agent 2 proposes a normative action to remove cattle for long-term sustainability, while Agents 1 and 0 emphasize trust-building by advocating for stable herd sizes and sustainable practices."
75,8,COORDINATION|SANCTION|TRUST_BUILDING,Agents are coordinating their actions to maintain herd stability and building trust in the sustainability of the commons.
80,8,COORDINATION|TRUST_BUILDING,Agents are demonstrating coordination and trust-building by acknowledging efforts to maintain the commons.
85,8,COOPERATION|COORDINATION|TRUST_BUILDING,Agents are coordinating and building trust through continued adherence to sustainable practices.
90,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,The agents are proposing coordinated strategies to manage the commons sustainably and express trust in maintaining long-term collective welfare.
95,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"Agents suggest maintaining commitments and emphasize sustainable practices, indicating a strong inclination towards cooperative governance."
100,8,COORDINATION|NORM_PROPOSAL,"All agents in round-100 expressed a strong preference and commitment towards maintaining sustainable practices and balanced herding, emphasizing the importance of coordination."
105,8,COORDINATION|NORM_PROPOSAL|SANCTION|TRUST_BUILDING,Agents are supportive of current governance practices with a focus on sustainability and coordination.
110,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,All agents advocate maintaining current herd sizes to preserve mutual benefits and grassland health.
115,9,COMPLIANCE_NORMS|COORDINATION|NORM_PROPOSAL,Agents are actively proposing and complying with norms to preserve the commons.
120,8,COORDINATION|NORM_PROPOSAL,Agents are proposing to stabilize herds and coordinate actions for the long-term health of the commons.
