tick,institution_score,categories,round_summary
5,0,,No messages this round
10,0,,
15,0,,No messages this round
20,0,,
25,0,,No messages this round
30,0,,
35,0,,
40,0,,No messages this round
45,0,,
50,6,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,Round 50: Agents discuss herd management and potential cooperation.
55,4,SANCTION|TRUST_BUILDING,Agents discuss strategy for managing common-pool resource
60,6,NON|NORM_PROPOSAL|TRUST_BUILDING,Agents discuss herd management and potential benefits
65,7,COORDINATION|SANCTION|TRUST_BUILDING,Agents discuss removal of cows to create a herd-friendly environment
70,8,COORDINATION|TRUST_BUILDING,Agents consider joint pasture management and discuss potential benefits.
75,0,,No messages this round
80,0,,
85,0,,No messages this round
90,8,NORM_PROPOSAL,Conversation about expanding a herd
95,6,COORDINATION|Sanction|TRUST_BUILDING,Agents debated the value of increasing the cattle herd.
100,4,,Round completed without significant actions or changes.
105,7,COORDINATION|TRUST_BUILDING,Round 105: Agents 0 and 1 discuss strategy and Agent 2 considers cooperation to reduce competition.
110,0,,
115,7,NORM_PROPOSAL|TRUST_BUILDING,Agents discuss cattle herding among themselves.
120,0,,No messages this round
